response;age;age_youngest_child;average#balance#feed#index;branch;debt_equity;gender;bad_payment;gold_card;pension_plan;household_debt_to_equity_ratio;income;marital;members_in_household;months_current_account;months_customer;call_center_contacts;loan_accounts;number_products;number_transactions;non_worker_percentage;white_collar_percentage;rfm_score
"SI";40;9;120;"Kingsville";40;"M";0;0;0;55;28392.000000;"S";4;28;"36";2;0;5;3;4;39;10.219900
"NO";37;9;0;"Foxton";37;"F";0;0;0;68;28384.000000;"M";6;37;"48";0;0;0;0;9;22;0.000000
"NO";65;36;0;"Catburg";65;"F";0;0;0;65;28372.000000;"U";4;-6;"0";0;3;0;0;6;28;0.000000
"NO";30;0;0;"Foxton";30;"F";0;0;0;23;28374.000000;"S";4;38;"48";8;0;0;0;17;59;0.000000
"NO";28;1;494;"Princeton";28;"F";0;0;0;44;28498.000000;"S";3;22;"24";4;0;3;3;9;46;9.723670
"NO";33;4;608;"Kingsville";33;"F";0;0;0;48;28540.000000;"S";7;10;"12";3;2;5;5;10;40;12.041300
"NO";44;16;0;"Ravensville";44;"F";0;0;0;42;28473.000000;"M";3;11;"24";4;3;0;0;10;46;0.000000
"NO";30;1;130;"Foxton";30;"M";0;0;0;69;28470.000000;"S";3;11;"24";0;0;3;2;12;18;8.513990
"NO";32;5;0;"Princeton";32;"M";0;0;0;58;28476.000000;"M";5;5;"12";2;1;0;0;12;28;0.000000
"NO";40;13;0;"Kingsville";40;"M";0;0;0;69;28531.000000;"M";4;16;"24";0;4;0;0;12;18;0.000000
"NO";20;0;189;"Foxton";20;"M";0;0;0;58;28470.000000;"S";5;18;"24";2;2;2;1;8;33;12.122300
"NO";73;42;131;"Queensbury";73;"F";0;0;0;52;28514.000000;"M";3;39;"48";3;6;6;3;6;41;11.985600
"NO";36;3;0;"Catburg";36;"F";0;0;0;58;28472.000000;"U";7;5;"12";2;0;0;0;9;32;0.000000
"NO";37;5;0;"Foxton";37;"M";0;0;0;53;28544.000000;"M";6;41;"48";2;1;0;0;12;34;0.000000
"NO";49;19;0;"Kingsville";49;"M";0;0;0;57;28482.000000;"M";5;0;"12";2;2;5;0;16;26;0.000000
"NO";29;0;0;"Princeton";29;"M";0;0;0;52;28529.000000;"S";7;18;"24";3;1;0;0;5;41;0.000000
"NO";70;43;156;"Catburg";70;"M";0;0;0;59;28504.000000;"U";6;16;"24";1;0;6;3;9;31;11.806600
"NO";47;16;160;"Ravensville";47;"F";0;0;0;54;28522.000000;"M";6;19;"24";2;1;3;2;7;38;11.191300
"NO";53;23;63;"Foxton";53;"M";0;0;0;67;28504.000000;"M";4;31;"36";0;1;3;2;10;21;10.996300
"NO";45;16;0;"Kingsville";45;"M";0;0;0;52;28537.000000;"U";5;-2;"0";3;2;4;0;9;38;0.000000
"NO";56;28;0;"Foxton";56;"F";0;0;0;59;28511.000000;"M";1;7;"12";1;0;0;0;15;25;0.000000
"NO";40;10;0;"Catburg";40;"F";0;0;0;42;28503.000000;"S";3;21;"24";4;2;0;0;11;45;0.000000
"NO";39;12;314;"Ravensville";39;"M";0;0;0;54;28541.000000;"M";3;41;"48";2;1;6;3;8;36;13.877000
"NO";43;15;0;"Kingsville";43;"M";0;0;0;54;28541.000000;"S";3;17;"24";2;1;0;0;8;36;0.000000
"NO";41;13;188;"Princeton";41;"M";0;0;0;57;28516.000000;"M";7;10;"12";2;3;3;2;9;32;8.821330
"NO";35;8;125;"Catburg";35;"M";0;1;0;61;28614.000000;"M";5;23;"36";1;3;3;1;4;34;11.385700
"NO";66;40;34;"Queensbury";66;"F";0;0;0;53;28620.000000;"U";1;37;"48";3;0;4;2;10;36;11.898600
"NO";36;5;367;"Queensbury";36;"F";0;0;0;48;28560.000000;"U";2;9;"12";3;0;5;1;15;36;7.515670
"NO";40;11;229;"Queensbury";40;"M";0;0;0;52;28572.000000;"M";4;16;"24";3;1;4;1;7;40;7.595670
"NO";44;12;333;"Princeton";44;"M";0;0;0;57;28586.000000;"S";5;13;"24";2;4;5;4;11;30;10.466300
"NO";51;18;0;"Queensbury";51;"M";0;0;0;50;28638.000000;"S";7;24;"36";3;1;0;0;18;31;0.000000
"NO";59;31;600;"Kingsville";59;"M";0;0;0;45;28644.000000;"U";6;27;"36";4;2;1;1;22;32;7.783330
"NO";44;10;0;"Foxton";44;"F";0;0;0;60;28630.000000;"M";7;16;"24";1;4;0;0;9;29;0.000000
"NO";36;7;0;"Kingsville";36;"M";0;0;0;53;28636.000000;"S";5;23;"24";3;1;0;0;15;30;0.000000
"SI";38;7;1086;"Princeton";38;"F";0;0;0;55;28736.000000;"U";6;27;"36";2;1;1;4;10;34;12.420300
"NO";48;20;0;"Princeton";48;"M";0;0;0;55;28736.000000;"S";5;26;"36";2;1;0;0;10;34;0.000000
"NO";46;13;0;"Princeton";46;"M";0;0;0;49;28674.000000;"S";3;35;"48";3;0;0;0;5;44;0.000000
"NO";47;14;102;"Ravensville";47;"F";0;0;0;45;28708.000000;"M";3;37;"48";4;2;3;1;14;39;12.960700
"NO";37;5;0;"Catburg";37;"F";0;0;0;45;28708.000000;"U";3;-5;"0";4;0;0;0;14;39;0.000000
"NO";51;20;0;"Kingsville";51;"M";0;0;0;52;28653.000000;"M";3;26;"36";3;0;0;0;9;38;0.000000
"NO";42;15;0;"Catburg";42;"M";0;0;0;64;28698.000000;"S";5;30;"36";1;0;0;0;5;29;0.000000
"NO";56;23;0;"Princeton";56;"F";0;0;0;63;28696.000000;"M";1;33;"36";1;2;0;0;6;30;0.000000
"NO";20;0;123;"Princeton";20;"F";0;0;0;56;28672.000000;"S";7;18;"24";2;1;2;1;10;32;7.385670
"SI";37;10;59;"Princeton";37;"F";0;0;0;60;28652.000000;"S";4;37;"48";1;0;1;1;5;33;11.025700
"NO";32;4;135;"Catburg";32;"M";0;0;0;53;28687.000000;"S";4;22;"24";2;0;2;1;9;37;9.395670
"NO";41;6;0;"Princeton";41;"M";0;0;0;56;28733.000000;"U";2;16;"24";2;0;0;0;12;30;0.000000
"NO";67;37;249;"Kingsville";67;"F";0;0;0;57;28717.000000;"S";4;7;"12";2;1;5;2;16;26;9.315660
"NO";34;10;0;"Ravensville";34;"M";0;0;0;58;28653.000000;"U";5;38;"48";1;0;0;0;7;34;0.000000
"SI";28;0;248;"Kingsville";28;"F";0;0;0;43;28708.000000;"S";6;6;"12";4;1;2;2;14;41;9.348000
"NO";38;7;0;"Foxton";38;"M";0;0;0;43;28708.000000;"S";6;34;"36";4;3;0;0;14;41;0.000000
"NO";34;6;0;"Kingsville";34;"M";0;0;0;64;28663.000000;"M";3;20;"24";1;1;0;0;5;30;0.000000
"SI";29;2;205;"Queensbury";29;"M";0;0;0;63;28652.000000;"U";4;26;"36";1;0;3;1;8;28;7.465670
"NO";29;0;0;"Princeton";29;"M";0;0;0;49;28662.000000;"S";2;-1;"0";3;3;0;0;8;42;0.000000
"NO";37;9;0;"Ravensville";37;"F";0;0;0;48;28717.000000;"M";2;15;"24";3;1;0;0;7;43;0.000000
"NO";36;5;0;"Princeton";36;"F";0;0;0;68;28651.000000;"M";4;39;"48";0;1;0;0;15;16;0.000000
"NO";39;8;0;"Kingsville";39;"M";0;0;0;59;28699.000000;"U";3;-3;"0";1;1;1;0;14;25;0.000000
"NO";47;14;1184;"Ravensville";47;"F";0;0;0;62;28735.000000;"U";5;35;"36";1;0;0;5;12;25;13.829500
"NO";62;31;0;"Queensbury";62;"M";0;0;0;62;28746.000000;"M";5;-5;"0";1;1;0;0;14;22;0.000000
"NO";43;16;0;"Ravensville";43;"M";0;0;0;59;28672.000000;"U";4;13;"24";1;4;0;0;9;30;0.000000
"NO";45;14;0;"Catburg";45;"M";0;0;0;51;28787.000000;"M";5;9;"12";3;2;0;0;8;39;0.000000
"NO";50;19;0;"Queensbury";50;"M";0;0;0;71;28832.000000;"S";5;26;"36";0;0;0;0;7;20;0.000000
"NO";47;18;0;"Princeton";47;"M";0;0;0;71;28832.000000;"S";6;5;"12";0;3;0;0;7;20;0.000000
"NO";43;10;0;"Catburg";43;"F";0;0;0;54;28788.000000;"M";7;17;"24";2;1;0;0;10;34;0.000000
"NO";47;20;124;"Ravensville";47;"M";0;0;0;66;28770.000000;"S";4;9;"12";0;0;2;2;6;27;8.941330
"NO";36;8;441;"Kingsville";36;"F";0;0;0;59;28815.000000;"M";5;5;"12";2;3;4;4;6;33;10.707700
"NO";45;14;0;"Kingsville";45;"F";0;0;0;61;28815.000000;"U";7;25;"36";1;0;0;0;8;30;0.000000
"NO";40;16;0;"Catburg";40;"F";0;0;0;56;28806.000000;"U";3;27;"36";2;2;0;0;12;30;0.000000
"SI";40;6;133;"Catburg";40;"M";0;0;0;58;28770.000000;"S";2;28;"36";2;2;5;3;10;31;10.090600
"NO";31;4;0;"Queensbury";31;"M";0;0;0;42;28819.000000;"S";4;31;"36";4;0;0;0;24;33;0.000000
"NO";33;4;0;"Foxton";33;"F";0;0;0;55;28869.000000;"U";7;29;"36";2;2;0;0;5;38;0.000000
"NO";36;5;0;"Foxton";36;"F";0;0;0;64;28876.000000;"S";6;-1;"0";0;0;1;0;16;18;0.000000
"NO";41;9;0;"Ravensville";41;"M";0;0;0;70;29040.000000;"S";5;35;"48";0;3;0;0;8;21;0.000000
"NO";34;6;61;"Ravensville";34;"M";0;0;0;64;28952.000000;"S";7;20;"24";1;2;3;1;5;30;7.493320
"NO";40;11;0;"Queensbury";40;"F";0;0;0;69;29014.000000;"S";7;34;"36";0;0;0;0;6;23;0.000000
"NO";35;4;100;"Ravensville";35;"F";0;0;0;68;28962.000000;"M";2;31;"36";0;0;2;1;10;20;9.466660
"NO";47;17;0;"Princeton";47;"M";0;0;0;68;28962.000000;"S";2;-4;"0";0;0;0;0;10;20;0.000000
"NO";52;24;0;"Ravensville";52;"M";0;0;0;68;28962.000000;"M";1;39;"48";0;0;0;0;10;20;0.000000
"NO";41;13;99;"Princeton";41;"F";0;0;0;60;28996.000000;"U";6;22;"24";1;0;1;1;4;34;12.099000
"NO";61;34;0;"Kingsville";61;"M";0;0;0;46;28982.000000;"U";2;16;"24";4;2;0;0;6;47;0.000000
"NO";50;22;0;"Princeton";50;"M";0;1;0;46;28982.000000;"U";2;14;"24";4;1;0;0;6;47;0.000000
"NO";56;28;0;"Princeton";56;"M";0;0;0;33;28991.000000;"U";4;7;"12";6;0;0;0;18;48;0.000000
"NO";40;10;0;"Princeton";40;"F";0;0;0;63;29028.000000;"U";5;31;"36";1;1;0;0;6;30;0.000000
"NO";30;4;0;"Princeton";30;"F";0;0;0;47;29032.000000;"S";5;17;"24";3;0;0;0;11;40;0.000000
"NO";46;16;212;"Kingsville";46;"F";0;0;0;60;28966.000000;"S";6;23;"36";1;3;2;1;6;32;8.822330
"NO";34;6;0;"Foxton";34;"F";0;0;0;61;29040.000000;"S";3;-1;"0";1;0;0;0;13;25;0.000000
"NO";18;0;0;"Catburg";18;"M";0;0;0;43;29031.000000;"S";7;24;"36";4;0;0;0;11;44;0.000000
"NO";36;6;0;"Queensbury";36;"F";0;0;0;53;29048.000000;"U";3;-1;"0";2;2;0;0;10;35;0.000000
"SI";35;7;138;"Ravensville";35;"M";0;0;0;70;29020.000000;"U";3;35;"36";0;0;3;2;7;21;8.604670
"NO";40;13;0;"Princeton";40;"M";0;0;0;61;28998.000000;"M";7;9;"12";1;1;0;0;6;31;0.000000
"NO";20;0;0;"Kingsville";20;"M";0;0;0;47;28998.000000;"S";3;26;"36";4;0;0;0;24;28;0.000000
"NO";41;11;62;"Catburg";41;"M";0;0;0;55;29036.000000;"M";6;18;"24";2;4;2;1;9;35;11.192300
"NO";17;0;0;"Princeton";17;"M";0;0;0;36;28972.000000;"S";3;37;"48";5;0;0;0;24;39;0.000000
"NO";35;8;0;"Foxton";35;"M";0;0;0;42;29134.000000;"S";3;15;"24";4;0;0;0;15;41;0.000000
"NO";49;20;178;"Kingsville";49;"F";0;0;0;64;29056.000000;"U";5;12;"24";0;0;2;2;9;26;11.044700
"NO";48;18;166;"Queensbury";48;"M";0;0;0;60;29061.000000;"U";4;22;"24";1;1;3;2;5;34;8.855990
"NO";60;29;0;"Foxton";60;"M";0;0;0;60;29061.000000;"M";3;26;"36";1;2;0;0;5;34;0.000000
"NO";38;8;0;"Kingsville";38;"M";0;0;0;49;29130.000000;"S";4;30;"36";3;2;0;0;12;38;0.000000
"NO";41;12;50;"Queensbury";41;"M";0;0;0;45;29089.000000;"S";6;26;"36";4;0;2;1;9;44;8.016660
"SI";40;9;23;"Ravensville";40;"M";0;0;0;69;29072.000000;"U";5;40;"48";0;0;2;1;6;24;12.753300
"NO";58;28;91;"Queensbury";58;"M";0;0;0;52;29103.000000;"M";1;39;"48";3;2;5;3;9;38;10.623800
"NO";27;0;26;"Ravensville";27;"M";0;0;0;52;29103.000000;"S";2;12;"24";3;1;2;1;9;38;7.424990
"NO";31;2;239;"Princeton";31;"M";0;0;0;55;29088.000000;"S";7;12;"24";2;0;3;1;5;39;0.000000
"NO";41;14;0;"Princeton";41;"F";0;0;0;55;29088.000000;"M";7;32;"36";2;1;0;0;5;39;0.000000
"NO";38;7;267;"Princeton";38;"M";0;0;0;64;29116.000000;"U";3;22;"24";1;1;1;1;14;21;10.192300
"NO";53;23;223;"Princeton";53;"F";0;0;0;44;29133.000000;"U";4;33;"36";4;0;1;1;25;30;11.099000
"NO";32;3;0;"Catburg";32;"M";0;0;0;54;29065.000000;"S";6;5;"12";2;0;0;0;9;36;0.000000
"NO";46;15;0;"Kingsville";46;"M";0;0;0;54;29065.000000;"M";6;33;"36";2;1;0;0;9;36;0.000000
"NO";22;0;0;"Foxton";22;"M";0;0;0;60;29145.000000;"S";5;-4;"0";1;1;1;0;9;30;0.000000
"NO";37;6;0;"Catburg";37;"M";0;0;0;71;29129.000000;"S";2;-4;"0";0;0;1;0;10;18;0.000000
"NO";46;15;0;"Ravensville";46;"M";0;0;0;52;29093.000000;"S";7;32;"36";3;2;0;0;13;34;0.000000
"NO";45;11;0;"Ravensville";45;"F";0;0;0;56;29067.000000;"U";5;38;"48";2;0;0;0;6;37;0.000000
"NO";33;2;0;"Ravensville";33;"F";0;0;0;56;29067.000000;"U";5;11;"24";2;1;0;0;6;37;0.000000
"NO";24;0;272;"Princeton";24;"F";0;0;0;43;29078.000000;"S";7;7;"12";4;0;3;3;16;39;9.738670
"NO";40;10;0;"Kingsville";40;"F";0;0;0;54;29150.000000;"U";4;29;"36";2;1;0;0;16;29;0.000000
"NO";44;16;0;"Foxton";44;"F";0;0;0;48;29150.000000;"M";6;35;"36";3;7;0;0;9;42;0.000000
"NO";55;26;0;"Princeton";55;"M";0;0;0;48;29150.000000;"U";5;-4;"0";3;0;1;0;9;42;0.000000
"NO";55;25;0;"Queensbury";55;"M";0;0;0;57;29115.000000;"S";2;-1;"0";2;0;0;0;6;36;0.000000
"NO";41;7;0;"Foxton";41;"F";0;0;0;65;29057.000000;"S";7;0;"12";1;0;0;0;4;29;0.000000
"NO";41;14;0;"Ravensville";41;"F";0;0;0;41;29088.000000;"S";2;33;"36";4;2;0;0;20;37;0.000000
"NO";23;0;0;"Catburg";23;"F";0;0;0;50;29091.000000;"S";2;6;"12";3;7;0;0;14;35;0.000000
"NO";36;9;398;"Princeton";36;"F";0;0;0;71;29070.000000;"M";2;27;"36";0;3;4;1;3;25;10.415700
"NO";25;0;0;"Ravensville";25;"F";0;0;0;54;29111.000000;"S";6;29;"36";3;0;0;0;7;37;0.000000
"NO";61;33;0;"Catburg";61;"F";0;0;0;63;29092.000000;"U";5;14;"24";1;2;0;0;13;22;0.000000
"NO";47;15;179;"Princeton";47;"M";0;0;0;52;29064.000000;"S";7;30;"36";3;0;1;1;14;33;10.145700
"NO";36;7;154;"Princeton";36;"M";0;0;0;48;29097.000000;"M";7;22;"24";3;3;1;1;9;41;8.715670
"NO";45;17;0;"Foxton";45;"F";0;0;0;75;29187.000000;"M";4;11;"12";0;2;0;0;9;15;0.000000
"NO";52;26;0;"Kingsville";52;"M";0;0;0;67;29327.000000;"S";6;40;"48";0;0;0;0;8;24;0.000000
"NO";36;5;0;"Foxton";36;"M";0;0;0;71;29337.000000;"U";2;13;"24";0;0;0;0;6;22;0.000000
"NO";16;0;0;"Princeton";16;"M";0;0;0;53;29260.000000;"S";3;35;"36";2;0;0;0;11;34;0.000000
"NO";47;19;224;"Princeton";47;"M";0;0;0;52;29322.000000;"M";4;24;"36";3;3;4;2;9;38;11.557300
"NO";46;20;0;"Queensbury";46;"F";0;0;0;57;29255.000000;"U";3;-1;"0";2;2;0;0;12;29;0.000000
"NO";39;4;0;"Foxton";39;"F";0;1;0;64;29286.000000;"M";2;-1;"0";1;4;1;0;7;27;0.000000
"NO";39;9;0;"Foxton";39;"M";0;0;0;45;29324.000000;"S";2;18;"24";4;0;0;0;5;49;0.000000
"NO";37;7;0;"Princeton";37;"M";0;0;0;45;29266.000000;"M";3;-5;"0";4;0;0;0;12;42;0.000000
"NO";37;6;108;"Queensbury";37;"F";0;0;0;75;29322.000000;"M";5;24;"36";0;1;3;1;9;15;8.999000
"NO";46;18;171;"Catburg";46;"F";0;0;0;39;29423.000000;"U";4;29;"36";5;0;4;3;16;44;9.320650
"NO";58;30;0;"Queensbury";58;"M";0;0;0;53;29402.000000;"M";3;21;"24";2;0;0;0;13;33;0.000000
"NO";30;0;0;"Kingsville";30;"F";0;0;0;47;29448.000000;"S";5;36;"48";3;2;0;0;12;39;0.000000
"NO";32;0;0;"Queensbury";32;"F";0;0;0;18;29391.000000;"S";3;-4;"0";8;2;0;0;17;64;0.000000
"NO";17;0;995;"Foxton";17;"F";0;0;0;65;29367.000000;"S";4;33;"36";1;1;5;3;13;21;11.575000
"NO";15;0;0;"Princeton";15;"F";0;0;0;54;29369.000000;"S";4;15;"24";2;0;0;0;12;33;0.000000
"NO";34;2;106;"Queensbury";34;"F";0;0;0;57;29443.000000;"U";2;28;"36";2;0;3;2;9;33;10.596000
"NO";23;0;94;"Kingsville";23;"F";0;0;0;46;29448.000000;"S";6;24;"36";4;2;4;2;17;35;10.589000
"NO";47;18;0;"Foxton";47;"M";0;0;0;49;29376.000000;"S";5;-1;"0";3;0;0;0;12;37;0.000000
"NO";46;17;179;"Catburg";46;"M";0;0;0;60;29429.000000;"U";4;28;"36";1;0;4;1;4;34;7.979000
"NO";46;14;39;"Kingsville";46;"F";0;0;0;59;29353.000000;"M";7;25;"36";1;2;5;3;15;25;10.872300
"NO";70;42;191;"Ravensville";70;"M";0;0;0;61;29407.000000;"U";4;33;"36";1;0;4;2;4;34;9.044670
"NO";26;0;95;"Kingsville";26;"M";0;0;0;38;29373.000000;"S";7;15;"24";5;0;3;1;9;52;7.455670
"NO";65;36;0;"Ravensville";65;"F";0;0;0;61;29397.000000;"U";6;12;"24";1;0;0;0;12;25;0.000000
"NO";48;19;0;"Foxton";48;"F";0;0;0;73;29413.000000;"M";5;10;"12";0;2;0;0;4;22;0.000000
"NO";12;0;0;"Catburg";12;"M";0;0;0;63;29408.000000;"S";6;0;"12";1;0;0;0;8;27;0.000000
"NO";49;23;193;"Ravensville";49;"M";0;0;0;46;29435.000000;"S";2;23;"36";3;1;3;3;9;43;9.413260
"NO";29;0;0;"Foxton";29;"M";0;0;0;47;29376.000000;"S";2;-2;"0";3;1;2;0;9;42;0.000000
"NO";33;2;0;"Princeton";33;"M";0;0;0;57;29427.000000;"U";3;32;"36";2;1;0;0;10;31;0.000000
"NO";36;8;0;"Kingsville";36;"F";0;0;0;56;29540.000000;"S";7;26;"36";2;0;0;0;14;29;0.000000
"SI";45;16;278;"Kingsville";45;"F";0;0;0;50;29487.000000;"M";7;37;"48";3;3;2;2;10;38;13.444700
"NO";22;0;239;"Ravensville";22;"F";0;0;0;70;29572.000000;"S";6;12;"24";0;0;1;1;7;21;7.805670
"SI";32;5;76;"Ravensville";32;"M";0;0;0;63;29564.000000;"S";6;24;"36";1;0;5;2;11;25;9.542660
"NO";43;15;0;"Queensbury";43;"M";0;0;0;63;29564.000000;"U";6;40;"48";1;0;0;0;11;25;0.000000
"NO";43;11;0;"Catburg";43;"M";0;0;0;56;29697.000000;"S";5;-6;"0";2;5;0;0;17;25;0.000000
"NO";24;0;0;"Princeton";24;"M";0;0;0;62;29708.000000;"S";3;19;"24";1;4;0;0;12;24;0.000000
"NO";35;5;68;"Kingsville";35;"F";0;0;0;62;29708.000000;"U";3;38;"48";1;2;1;1;12;24;8.292330
"NO";43;13;149;"Foxton";43;"F";0;0;0;36;29710.000000;"S";4;20;"24";5;0;2;1;15;48;12.082300
"NO";50;20;241;"Princeton";50;"M";0;0;0;53;29684.000000;"U";6;26;"36";2;0;1;1;8;37;12.552300
"NO";39;12;299;"Catburg";39;"F";0;0;0;59;29662.000000;"S";4;6;"12";1;0;3;1;11;28;9.899000
"NO";38;7;0;"Foxton";38;"F";0;0;0;59;29662.000000;"M";4;21;"24";1;2;0;0;11;28;0.000000
"SI";40;8;278;"Ravensville";40;"F";0;0;0;41;29743.000000;"M";2;34;"36";5;1;3;2;13;45;8.502320
"NO";53;20;0;"Kingsville";53;"F";0;0;0;65;29660.000000;"S";5;22;"24";0;2;0;0;10;24;0.000000
"SI";26;0;399;"Queensbury";26;"M";0;0;0;65;29660.000000;"S";6;31;"36";0;4;1;1;10;24;7.865670
"NO";42;14;99;"Queensbury";42;"F";0;0;0;54;29654.000000;"S";5;25;"36";2;6;3;1;11;34;7.732330
"NO";31;4;79;"Kingsville";31;"F";0;0;0;51;29717.000000;"M";3;26;"36";3;5;3;2;18;30;9.973990
"NO";35;7;0;"Kingsville";35;"F";0;0;0;56;29705.000000;"S";5;36;"48";2;2;0;0;14;29;0.000000
"NO";30;1;492;"Queensbury";30;"M";0;0;0;40;29718.000000;"U";2;13;"24";5;2;5;5;12;47;12.172300
"NO";58;23;0;"Ravensville";58;"M";0;0;0;40;29718.000000;"S";1;16;"24";5;0;0;0;12;47;0.000000
"NO";50;20;0;"Catburg";50;"M";0;0;0;57;29676.000000;"S";4;39;"48";2;1;0;0;16;26;0.000000
"NO";26;0;0;"Foxton";26;"M";0;0;0;50;29707.000000;"S";3;6;"12";3;1;0;0;10;39;0.000000
"NO";34;2;0;"Foxton";34;"F";0;0;0;42;29698.000000;"S";6;10;"12";4;1;0;0;19;38;0.000000
"NO";52;23;872;"Queensbury";52;"M";0;0;0;72;29711.000000;"U";5;9;"12";0;0;5;3;8;18;10.640300
"NO";35;8;0;"Ravensville";35;"M";0;0;0;54;29711.000000;"M";4;-2;"0";2;4;0;0;13;32;0.000000
"NO";32;2;58;"Ravensville";32;"F";0;0;0;56;29651.000000;"M";5;14;"24";2;0;3;2;8;35;9.719660
"NO";36;6;42;"Queensbury";36;"M";0;0;0;50;29713.000000;"S";3;34;"36";3;1;4;1;18;31;9.605670
"NO";52;25;0;"Ravensville";52;"F";0;0;0;46;29705.000000;"U";3;35;"48";4;0;0;0;14;38;0.000000
"NO";43;14;127;"Queensbury";43;"F";0;0;0;50;29739.000000;"M";4;5;"12";3;3;5;3;5;43;10.214000
"NO";45;14;0;"Foxton";45;"M";0;0;0;50;29739.000000;"M";4;29;"36";3;0;0;0;5;43;0.000000
"NO";49;19;0;"Ravensville";49;"F";0;0;0;57;29701.000000;"S";1;23;"24";2;0;0;0;9;32;0.000000
"NO";55;27;302;"Queensbury";55;"M";0;0;0;56;29847.000000;"S";3;7;"12";2;1;2;1;9;33;11.232300
"NO";42;13;191;"Ravensville";42;"M";0;0;0;69;29784.000000;"S";6;24;"36";0;0;3;2;9;21;10.235700
"NO";37;11;0;"Queensbury";37;"F";0;0;0;46;29762.000000;"S";7;25;"36";4;0;0;0;12;41;0.000000
"NO";48;18;0;"Ravensville";48;"M";0;0;0;54;29755.000000;"S";6;23;"24";2;0;0;0;9;35;0.000000
"NO";50;22;527;"Catburg";50;"F";0;0;0;63;29826.000000;"U";3;16;"24";1;3;3;3;10;26;10.927000
"NO";53;22;62;"Princeton";53;"F";0;0;0;57;29809.000000;"M";3;31;"36";2;0;3;1;9;33;7.659990
"NO";62;31;0;"Kingsville";62;"F";0;0;0;59;29831.000000;"S";6;5;"12";1;0;0;0;9;30;0.000000
"NO";54;23;350;"Princeton";54;"F";0;0;0;64;29776.000000;"M";6;18;"24";1;1;4;2;8;27;8.909670
"NO";47;15;124;"Queensbury";47;"M";0;0;0;62;29842.000000;"U";5;16;"24";1;0;1;1;9;27;9.824000
"NO";36;10;117;"Catburg";36;"M";0;0;0;42;29795.000000;"U";2;15;"24";4;0;5;2;9;47;11.667700
"NO";34;8;0;"Ravensville";34;"F";0;0;0;67;29809.000000;"S";4;33;"36";0;1;0;0;10;22;0.000000
"NO";35;6;0;"Foxton";35;"F";0;0;0;46;29839.000000;"S";7;-6;"0";4;0;0;0;22;31;0.000000
"NO";50;19;509;"Kingsville";50;"M";0;0;0;56;29765.000000;"U";5;32;"36";2;0;1;1;9;33;7.999000
"NO";36;7;0;"Ravensville";36;"F";0;0;0;67;29797.000000;"M";7;26;"36";0;2;0;0;11;20;0.000000
"SI";42;13;275;"Princeton";42;"F";0;0;0;38;29825.000000;"S";6;17;"24";5;1;3;1;14;47;8.739000
"NO";50;21;77;"Kingsville";50;"M";0;0;0;55;29797.000000;"M";3;36;"48";2;2;4;3;12;32;13.775000
"NO";26;0;0;"Ravensville";26;"M";0;0;0;55;29797.000000;"S";4;10;"12";2;0;0;0;12;32;0.000000
"NO";32;1;0;"Catburg";32;"M";0;0;0;46;29759.000000;"U";6;-3;"0";4;0;0;0;15;37;0.000000
"NO";26;0;185;"Ravensville";26;"F";0;0;0;49;29820.000000;"S";2;41;"48";3;4;3;2;15;34;12.216300
"NO";44;12;323;"Kingsville";44;"M";0;0;0;32;29814.000000;"U";4;11;"24";6;0;3;3;15;51;10.270600
"NO";35;5;299;"Foxton";35;"F";0;0;0;68;29828.000000;"M";7;11;"24";0;1;2;1;10;20;8.565670
"NO";36;7;189;"Princeton";36;"F";0;0;0;75;29838.000000;"S";5;9;"12";0;0;4;3;10;13;9.488940
"NO";29;0;64;"Princeton";29;"F";0;0;0;50;29816.000000;"S";4;35;"48";3;0;2;1;15;33;10.393300
"NO";32;1;0;"Queensbury";32;"F";0;0;0;38;29833.000000;"U";5;5;"12";5;1;0;0;7;53;0.000000
"NO";35;4;0;"Kingsville";35;"M";0;0;0;55;29751.000000;"M";2;-6;"0";2;1;0;0;8;36;0.000000
"NO";49;20;189;"Ravensville";49;"F";0;0;0;63;29772.000000;"S";2;32;"36";1;1;3;2;17;19;8.449670
"NO";49;17;251;"Catburg";49;"M";0;0;0;55;29883.000000;"S";5;37;"48";2;0;3;3;10;33;9.892660
"NO";22;0;0;"Princeton";22;"F";0;0;0;55;29883.000000;"S";5;17;"24";2;0;0;0;10;33;0.000000
"NO";29;0;0;"Catburg";29;"M";0;0;0;54;29939.000000;"S";6;0;"12";2;3;0;0;7;37;0.000000
"NO";45;15;334;"Catburg";45;"M";0;0;0;47;29922.000000;"S";2;16;"24";3;1;3;2;7;45;11.209000
"NO";41;13;179;"Kingsville";41;"F";0;0;0;67;29869.000000;"S";4;21;"24";0;2;3;2;9;23;9.701330
"NO";44;14;46;"Kingsville";44;"F";0;0;0;47;29896.000000;"U";5;9;"12";3;2;1;1;6;45;7.906620
"NO";35;6;360;"Kingsville";35;"F";0;0;0;29;29920.000000;"M";3;16;"24";7;2;2;2;11;58;10.024000
"NO";51;21;0;"Queensbury";51;"F";0;0;0;54;29892.000000;"M";1;18;"24";3;1;0;0;13;32;0.000000
"NO";30;2;0;"Princeton";30;"M";0;0;0;57;29898.000000;"U";7;19;"24";2;0;0;0;9;32;0.000000
"SI";45;15;512;"Kingsville";45;"M";0;0;0;57;29898.000000;"S";7;18;"24";2;0;1;1;9;32;8.282330
