response;branch;gender;gold_card;income;marital;months_current_account;loan_accounts;number_products;number_transactions;white_collar_percentage
"NO";"Foxton";"F";0;43585.000000;"S";31;1;6;3;37
"SI";"Queensbury";"F";0;43610.000000;"S";25;1;3;2;27
"NO";"Foxton";"F";0;43520.000000;"U";41;1;0;0;37
"NO";"Foxton";"F";0;43444.000000;"S";16;2;2;1;55
"NO";"Princeton";"M";0;43421.000000;"S";34;1;0;0;36
"NO";"Kingsville";"F";0;43322.000000;"S";30;0;0;0;38
"NO";"Princeton";"M";0;43325.000000;"M";41;1;0;0;22
"NO";"Ravensville";"M";0;43256.000000;"S";-4;0;0;0;41
"NO";"Kingsville";"M";1;43312.000000;"U";-6;0;0;0;47
"NO";"Catburg";"M";0;43316.000000;"S";31;0;6;22;50
"NO";"Foxton";"M";0;43288.000000;"M";18;1;0;0;35
"NO";"Kingsville";"M";0;43275.000000;"S";8;1;0;0;12
"SI";"Catburg";"F";0;43256.000000;"S";30;0;1;1;39
"NO";"Queensbury";"M";0;43347.000000;"U";30;1;3;2;16
"NO";"Ravensville";"F";0;43272.000000;"U";40;0;3;1;28
"NO";"Queensbury";"F";0;43330.000000;"U";27;0;3;3;29
"NO";"Queensbury";"M";0;43285.000000;"U";22;0;0;0;40
"NO";"Princeton";"M";0;43285.000000;"S";29;4;0;0;40
"NO";"Queensbury";"F";0;43322.000000;"S";-6;1;0;0;37
"NO";"Kingsville";"F";0;43312.000000;"M";34;1;0;0;38
"NO";"Ravensville";"F";0;43289.000000;"U";35;0;0;0;10
"NO";"Queensbury";"F";0;43259.000000;"U";-3;2;0;0;25
"NO";"Catburg";"F";0;43291.000000;"M";-6;0;1;0;39
"NO";"Princeton";"M";0;43343.000000;"U";-4;2;0;0;20
"NO";"Queensbury";"M";0;43305.000000;"S";26;0;0;0;41
"NO";"Catburg";"M";0;43258.000000;"S";19;0;0;0;33
"NO";"Foxton";"F";0;43274.000000;"U";33;0;0;0;33
"SI";"Princeton";"F";0;43274.000000;"U";12;1;3;1;46
"NO";"Queensbury";"F";0;43317.000000;"U";17;0;2;1;28
"NO";"Kingsville";"M";0;43261.000000;"M";40;4;3;1;27
"NO";"Princeton";"F";0;43280.000000;"S";28;0;0;0;39
"NO";"Ravensville";"F";0;43280.000000;"S";16;0;2;1;39
"NO";"Princeton";"F";0;43333.000000;"S";17;0;0;0;36
"NO";"Princeton";"F";0;43272.000000;"M";22;1;3;29;11
"NO";"Foxton";"F";0;43328.000000;"M";17;3;2;2;34
"NO";"Kingsville";"F";0;43349.000000;"S";37;0;0;0;41
"NO";"Foxton";"M";0;43330.000000;"S";-4;1;0;0;54
"NO";"Catburg";"F";0;43330.000000;"U";-5;0;0;0;54
"NO";"Kingsville";"M";0;43327.000000;"M";34;1;4;28;29
"SI";"Princeton";"M";0;43327.000000;"S";37;0;3;2;29
"NO";"Kingsville";"M";0;43341.000000;"U";33;1;0;0;36
"NO";"Queensbury";"F";0;43311.000000;"S";-3;5;0;0;41
"NO";"Princeton";"F";0;43324.000000;"U";-5;0;2;0;34
"NO";"Ravensville";"F";1;43271.000000;"U";13;0;0;0;58
"NO";"Kingsville";"M";0;43304.000000;"S";27;0;0;0;32
"NO";"Queensbury";"M";0;43304.000000;"S";6;1;5;2;32
"NO";"Princeton";"F";0;43253.000000;"S";-1;0;0;0;25
"NO";"Kingsville";"F";0;43325.000000;"M";38;4;2;1;37
"NO";"Kingsville";"M";0;43321.000000;"M";25;1;3;3;49
"NO";"Foxton";"M";1;43268.000000;"S";10;3;0;0;20
"NO";"Catburg";"M";0;43297.000000;"M";28;1;0;0;30
"NO";"Kingsville";"M";0;43350.000000;"U";-1;0;1;0;43
"NO";"Queensbury";"M";0;43258.000000;"U";31;0;3;3;29
"NO";"Kingsville";"M";0;43307.000000;"M";36;0;0;0;43
"NO";"Ravensville";"F";0;43274.000000;"S";40;1;0;0;33
"NO";"Princeton";"F";0;43314.000000;"S";20;3;0;0;50
"NO";"Foxton";"M";0;43185.000000;"S";15;0;3;4;26
"NO";"Kingsville";"M";1;43215.000000;"S";21;1;0;0;51
"NO";"Queensbury";"F";0;43177.000000;"M";36;1;2;1;19
"NO";"Kingsville";"F";0;43177.000000;"U";20;1;2;1;19
"NO";"Queensbury";"M";0;43249.000000;"M";40;1;0;0;34
"NO";"Princeton";"M";0;43244.000000;"S";-3;3;2;0;38
"NO";"Kingsville";"M";0;43211.000000;"S";21;0;0;0;33
"SI";"Kingsville";"F";0;43223.000000;"S";22;0;3;2;25
"NO";"Catburg";"F";0;43249.000000;"S";26;4;3;1;40
"NO";"Kingsville";"F";0;43216.000000;"M";-4;4;0;0;34
"NO";"Princeton";"F";0;43250.000000;"M";40;2;0;0;41
"NO";"Queensbury";"M";0;43233.000000;"S";18;0;3;2;52
"NO";"Ravensville";"F";0;43166.000000;"S";6;1;4;2;31
"NO";"Princeton";"F";0;43209.000000;"S";20;0;0;0;33
"NO";"Kingsville";"M";0;43209.000000;"S";0;0;2;0;33
"NO";"Catburg";"M";0;43220.000000;"M";29;3;2;1;36
"NO";"Catburg";"M";0;43170.000000;"S";5;0;0;0;23
"NO";"Catburg";"M";0;43189.000000;"U";31;1;0;0;36
"NO";"Foxton";"F";0;43170.000000;"S";13;0;3;17;28
"NO";"Catburg";"F";0;43168.000000;"S";33;0;0;0;36
"NO";"Ravensville";"M";0;43170.000000;"S";30;1;0;0;23
"NO";"Ravensville";"M";0;43199.000000;"S";6;0;0;0;31
"NO";"Queensbury";"F";0;43172.000000;"S";22;0;3;2;33
"NO";"Princeton";"M";0;43231.000000;"U";11;0;0;0;24
"NO";"Kingsville";"M";0;43097.000000;"S";34;0;0;0;20
"NO";"Kingsville";"M";0;43071.000000;"M";-6;1;0;0;39
"NO";"Princeton";"F";0;43058.000000;"S";-3;0;1;0;30
"NO";"Princeton";"F";0;43133.000000;"S";-4;0;0;0;31
"NO";"Foxton";"M";0;43114.000000;"S";35;0;4;1;19
"NO";"Queensbury";"F";0;43060.000000;"M";11;1;0;0;41
"NO";"Princeton";"F";0;43072.000000;"S";-3;0;0;0;53
"NO";"Princeton";"F";0;43136.000000;"M";18;2;2;1;41
"NO";"Catburg";"F";0;43113.000000;"S";31;1;0;0;39
"NO";"Foxton";"F";0;43090.000000;"S";32;0;0;0;29
"NO";"Kingsville";"F";0;43121.000000;"S";27;1;0;0;30
"NO";"Queensbury";"F";0;43086.000000;"S";23;0;2;2;27
"NO";"Princeton";"F";0;43117.000000;"S";-5;0;0;0;32
"NO";"Catburg";"M";0;43149.000000;"S";24;0;0;0;11
"NO";"Princeton";"M";0;43126.000000;"U";24;1;0;0;38
"NO";"Foxton";"F";0;43148.000000;"S";5;0;0;0;41
"NO";"Catburg";"F";0;43075.000000;"U";-4;2;2;0;37
"SI";"Princeton";"M";0;43077.000000;"U";12;2;3;1;27
"NO";"Foxton";"F";0;43122.000000;"S";41;0;3;3;28
"NO";"Queensbury";"M";0;43147.000000;"S";11;0;4;5;33
"NO";"Foxton";"F";0;43111.000000;"M";34;2;0;0;26
"SI";"Queensbury";"F";0;43036.000000;"U";19;0;2;1;33
"NO";"Queensbury";"F";0;42981.000000;"U";39;0;3;2;44
"NO";"Queensbury";"M";0;42888.000000;"U";37;1;0;0;31
"NO";"Ravensville";"M";0;42820.000000;"S";39;0;1;1;46
"SI";"Foxton";"F";0;42796.000000;"S";29;0;6;1;40
"NO";"Catburg";"F";0;42843.000000;"M";40;4;0;0;26
"NO";"Queensbury";"M";0;42820.000000;"U";14;1;3;3;42
"SI";"Princeton";"M";0;42838.000000;"S";26;1;2;14;44
"NO";"Princeton";"F";0;42736.000000;"S";-2;0;0;0;27
"SI";"Princeton";"M";0;42736.000000;"M";36;7;2;1;27
"SI";"Queensbury";"F";0;42666.000000;"M";11;0;3;1;42
"NO";"Queensbury";"F";0;42657.000000;"S";27;0;0;0;30
"NO";"Foxton";"M";0;42663.000000;"M";12;2;0;0;23
"NO";"Foxton";"F";0;42663.000000;"U";-2;4;0;0;23
"NO";"Catburg";"M";0;42659.000000;"U";-1;0;0;0;25
"NO";"Ravensville";"F";0;42733.000000;"S";9;1;0;0;34
"NO";"Catburg";"F";0;42743.000000;"M";35;0;0;0;34
"NO";"Princeton";"F";0;42677.000000;"S";41;2;0;0;37
"NO";"Kingsville";"F";0;42677.000000;"U";30;1;0;0;37
"NO";"Ravensville";"M";0;42691.000000;"S";41;0;0;0;36
"NO";"Catburg";"F";0;42678.000000;"S";14;2;0;0;34
"NO";"Kingsville";"M";0;42654.000000;"M";14;0;0;0;32
"NO";"Ravensville";"F";0;42664.000000;"U";31;0;3;2;43
"NO";"Queensbury";"M";0;42699.000000;"S";23;0;1;12;46
"NO";"Foxton";"F";0;42707.000000;"S";33;0;0;0;22
"NO";"Ravensville";"F";0;42709.000000;"M";14;1;0;0;32
"NO";"Foxton";"M";0;42689.000000;"S";25;1;0;0;36
"NO";"Ravensville";"M";0;42713.000000;"M";-2;1;0;0;29
"NO";"Queensbury";"F";0;42726.000000;"U";14;0;0;0;46
"NO";"Princeton";"M";0;42666.000000;"M";-1;1;1;0;37
"NO";"Princeton";"F";0;42697.000000;"S";25;0;0;0;30
"NO";"Princeton";"F";0;42661.000000;"U";34;2;0;0;31
"NO";"Catburg";"M";0;42661.000000;"S";5;1;4;1;31
"NO";"Catburg";"F";0;42740.000000;"S";38;1;0;0;24
"NO";"Foxton";"M";0;42740.000000;"S";21;0;3;1;24
"NO";"Catburg";"F";0;42656.000000;"U";30;5;3;2;34
"NO";"Princeton";"M";0;42685.000000;"S";16;1;0;0;29
"NO";"Kingsville";"M";0;42685.000000;"M";23;0;2;1;29
"NO";"Catburg";"F";0;42671.000000;"M";11;4;0;0;39
"NO";"Foxton";"M";0;42724.000000;"S";9;0;0;0;45
"NO";"Queensbury";"F";0;42657.000000;"U";7;0;3;2;27
"SI";"Foxton";"F";0;42657.000000;"U";18;0;6;16;27
"NO";"Princeton";"F";0;42716.000000;"U";25;0;0;0;32
"NO";"Princeton";"M";0;42716.000000;"S";36;0;0;0;32
"NO";"Princeton";"M";0;42711.000000;"S";28;0;0;0;33
"NO";"Queensbury";"M";0;42708.000000;"S";15;0;2;1;27
"SI";"Queensbury";"M";0;42708.000000;"S";32;0;3;3;27
"NO";"Foxton";"F";0;42732.000000;"M";37;1;4;2;22
"NO";"Catburg";"M";0;42668.000000;"S";10;1;0;0;38
"NO";"Princeton";"M";0;42682.000000;"S";-1;1;0;0;34
"NO";"Queensbury";"M";0;42747.000000;"S";21;1;0;0;33
"NO";"Ravensville";"M";0;42704.000000;"S";34;0;4;2;27
"NO";"Foxton";"M";0;42732.000000;"S";38;0;4;2;28
"NO";"Ravensville";"M";0;42729.000000;"U";-1;3;1;0;27
"NO";"Kingsville";"M";0;42729.000000;"S";17;1;2;1;27
"SI";"Catburg";"F";0;42717.000000;"M";32;1;2;1;33
"NO";"Ravensville";"M";0;42699.000000;"U";-4;1;0;0;26
"NO";"Ravensville";"F";0;42713.000000;"S";-1;0;0;0;32
"NO";"Catburg";"F";0;42713.000000;"M";-4;1;0;0;32
"NO";"Catburg";"M";0;42705.000000;"U";34;1;0;0;26
"NO";"Queensbury";"M";0;42710.000000;"S";22;1;1;22;30
"NO";"Kingsville";"M";0;42655.000000;"M";35;2;0;0;25
"NO";"Queensbury";"M";0;42655.000000;"M";41;2;0;0;25
"SI";"Catburg";"F";1;42655.000000;"M";40;2;3;2;25
"NO";"Princeton";"M";0;42747.000000;"S";30;0;0;0;54
"NO";"Kingsville";"F";0;42747.000000;"S";5;0;0;0;54
"NO";"Catburg";"F";0;42664.000000;"S";16;1;3;2;31
"NO";"Queensbury";"M";0;42678.000000;"M";5;3;0;0;35
"SI";"Queensbury";"F";0;42680.000000;"M";29;0;1;1;42
"NO";"Catburg";"M";0;42738.000000;"U";34;0;0;0;34
"NO";"Princeton";"F";0;42695.000000;"U";25;1;0;0;45
"SI";"Catburg";"M";0;42722.000000;"M";33;2;2;16;31
"NO";"Ravensville";"M";0;42722.000000;"M";10;2;0;0;38
"NO";"Catburg";"F";0;42655.000000;"M";36;3;0;0;25
"NO";"Queensbury";"M";0;42655.000000;"S";-5;2;2;0;25
"NO";"Kingsville";"M";1;42671.000000;"M";31;1;4;3;51
"NO";"Foxton";"F";1;42719.000000;"S";17;3;3;1;50
"NO";"Catburg";"F";0;42716.000000;"U";33;2;0;0;32
"NO";"Queensbury";"M";0;42716.000000;"U";40;1;0;0;32
"NO";"Kingsville";"F";0;42681.000000;"S";13;2;3;2;35
"NO";"Ravensville";"F";0;42684.000000;"S";34;2;0;0;33
"NO";"Kingsville";"M";0;42665.000000;"S";34;0;0;0;24
"NO";"Catburg";"M";0;42736.000000;"M";-2;1;0;0;28
"NO";"Catburg";"F";0;42703.000000;"S";39;0;0;0;29
"NO";"Ravensville";"F";0;42678.000000;"M";20;1;0;0;32
"NO";"Kingsville";"M";0;42679.000000;"U";19;1;0;0;17
"NO";"Kingsville";"M";0;42668.000000;"S";16;0;0;0;43
"NO";"Princeton";"M";0;42736.000000;"M";5;1;0;0;44
"NO";"Catburg";"F";0;42736.000000;"S";11;2;3;2;44
"NO";"Kingsville";"F";0;42736.000000;"U";-4;0;1;0;44
"NO";"Catburg";"M";0;42693.000000;"M";6;0;1;1;32
"NO";"Princeton";"M";0;42707.000000;"S";33;0;0;0;17
"SI";"Catburg";"F";0;42688.000000;"M";36;2;3;3;43
"NO";"Ravensville";"F";0;42721.000000;"S";34;0;5;2;28
"NO";"Catburg";"F";0;42721.000000;"S";-1;2;5;0;28
"NO";"Princeton";"M";0;42667.000000;"U";12;0;0;0;27
"NO";"Foxton";"M";0;42734.000000;"M";18;1;0;0;33
"SI";"Ravensville";"F";0;42734.000000;"M";38;1;2;1;33
"NO";"Queensbury";"F";0;42732.000000;"S";8;0;2;1;32
"NO";"Catburg";"F";0;42665.000000;"M";27;0;0;0;36
"NO";"Princeton";"F";0;42719.000000;"S";0;1;0;0;53
"NO";"Ravensville";"F";0;42724.000000;"S";-1;0;1;0;25
"NO";"Princeton";"F";0;42703.000000;"M";18;0;0;0;38
"NO";"Ravensville";"M";1;42719.000000;"U";32;2;0;17;34
"NO";"Kingsville";"M";0;42683.000000;"U";15;0;0;0;58
"NO";"Queensbury";"F";0;42683.000000;"S";7;0;4;1;58
"NO";"Catburg";"F";0;42708.000000;"M";27;1;0;0;30
"NO";"Catburg";"F";0;42707.000000;"M";22;1;0;0;46
"SI";"Kingsville";"F";1;42707.000000;"M";37;0;4;25;46
"NO";"Foxton";"M";0;42677.000000;"U";6;2;0;0;26
"NO";"Catburg";"F";0;42727.000000;"M";-2;0;1;0;36
"NO";"Ravensville";"M";0;42743.000000;"U";34;0;3;1;8
"NO";"Foxton";"F";0;42713.000000;"S";17;3;0;0;35
"NO";"Ravensville";"F";0;42740.000000;"U";38;2;5;2;30
"NO";"Ravensville";"M";0;42691.000000;"S";31;0;0;0;39
"NO";"Catburg";"F";0;42666.000000;"S";18;0;0;0;32
"NO";"Queensbury";"M";0;42719.000000;"S";0;0;0;0;38
"NO";"Princeton";"M";0;42740.000000;"S";34;0;0;0;25
"NO";"Queensbury";"M";0;42677.000000;"S";36;1;0;0;32
"NO";"Kingsville";"M";0;42666.000000;"U";35;1;0;0;14
"NO";"Ravensville";"F";0;42733.000000;"U";22;2;0;0;22
"NO";"Ravensville";"F";0;42719.000000;"U";6;0;3;1;32
"NO";"Foxton";"M";0;42723.000000;"U";41;2;0;0;33
"NO";"Ravensville";"M";0;42733.000000;"M";12;1;2;1;37
"NO";"Ravensville";"F";0;42687.000000;"S";28;3;3;3;30
"NO";"Foxton";"F";0;42687.000000;"M";33;0;0;0;30
"SI";"Foxton";"F";0;42663.000000;"S";9;2;3;2;33
"NO";"Ravensville";"M";0;42738.000000;"S";11;1;1;30;20
"NO";"Ravensville";"F";0;42699.000000;"U";16;0;0;0;37
"NO";"Ravensville";"F";0;42671.000000;"U";29;0;0;0;38
"NO";"Queensbury";"M";0;42744.000000;"U";23;0;0;0;25
"NO";"Queensbury";"F";0;42663.000000;"S";33;5;0;0;53
"NO";"Foxton";"F";0;42702.000000;"S";-4;0;0;0;36
"NO";"Queensbury";"M";0;42699.000000;"M";38;2;0;0;34
"NO";"Ravensville";"F";0;42710.000000;"M";16;2;3;2;24
"NO";"Catburg";"F";0;42714.000000;"S";33;0;4;1;19
"NO";"Ravensville";"F";0;42706.000000;"S";10;0;0;0;30
"NO";"Kingsville";"F";0;42706.000000;"U";24;2;1;1;52
"SI";"Queensbury";"F";0;42716.000000;"U";0;2;4;1;16
"NO";"Princeton";"M";0;42654.000000;"M";-2;0;0;0;33
"SI";"Queensbury";"F";0;42654.000000;"S";5;0;3;2;33
"NO";"Catburg";"M";0;42727.000000;"U";23;0;0;0;25
"SI";"Kingsville";"F";0;42727.000000;"M";30;1;2;1;25
"NO";"Ravensville";"F";0;42727.000000;"S";37;4;0;0;15
"NO";"Queensbury";"M";0;42688.000000;"U";6;1;0;0;29
"NO";"Princeton";"F";0;42712.000000;"S";11;4;0;0;36
"NO";"Foxton";"F";0;42705.000000;"U";40;0;3;2;34
"NO";"Catburg";"M";1;42711.000000;"S";21;2;3;2;47
"NO";"Queensbury";"F";0;42693.000000;"S";9;0;0;0;31
"NO";"Princeton";"M";0;42697.000000;"U";27;0;2;1;36
"NO";"Kingsville";"M";0;42733.000000;"S";20;0;3;2;29
"NO";"Queensbury";"F";0;42587.000000;"S";25;0;3;2;30
"NO";"Ravensville";"F";0;42649.000000;"U";7;0;0;0;40
"SI";"Kingsville";"M";0;42649.000000;"S";5;0;1;1;40
"NO";"Kingsville";"F";0;42589.000000;"S";20;0;1;1;34
"SI";"Princeton";"F";0;42617.000000;"S";23;0;2;1;23
"NO";"Foxton";"M";0;42617.000000;"U";36;1;5;26;25
"SI";"Catburg";"M";0;42617.000000;"M";23;2;4;2;25
"NO";"Ravensville";"F";0;42593.000000;"S";34;2;0;0;22
"NO";"Catburg";"F";1;42627.000000;"U";41;1;0;0;49
"NO";"Princeton";"F";0;42627.000000;"U";28;3;0;0;29
"NO";"Queensbury";"M";0;42640.000000;"M";10;0;0;0;39
"NO";"Foxton";"F";0;42637.000000;"S";17;3;4;1;37
"NO";"Kingsville";"M";0;42573.000000;"M";31;2;4;2;39
"NO";"Princeton";"F";0;42565.000000;"M";33;1;0;0;44
"NO";"Ravensville";"F";0;42650.000000;"S";20;3;0;0;33
"NO";"Kingsville";"M";0;42580.000000;"U";20;0;0;0;38
"NO";"Catburg";"M";0;42561.000000;"S";33;3;5;3;43
"NO";"Foxton";"F";0;42588.000000;"M";31;2;0;0;33
"SI";"Ravensville";"F";0;42649.000000;"S";32;0;2;2;38
"NO";"Foxton";"M";0;42630.000000;"S";26;2;3;1;36
"SI";"Princeton";"F";0;42622.000000;"S";15;4;0;9;30
"NO";"Queensbury";"F";0;42622.000000;"S";-4;0;1;0;30
"NO";"Catburg";"F";0;42584.000000;"S";-3;0;6;0;34
"NO";"Foxton";"M";0;42584.000000;"U";39;1;3;3;34
"NO";"Queensbury";"F";0;42589.000000;"M";37;1;3;1;44
"NO";"Princeton";"M";0;42570.000000;"S";23;0;2;1;23
"NO";"Princeton";"M";0;42626.000000;"U";35;0;0;0;36
"SI";"Ravensville";"F";0;42563.000000;"S";33;2;1;18;22
"NO";"Ravensville";"F";1;42559.000000;"M";38;4;2;1;28
"NO";"Kingsville";"M";0;42557.000000;"S";23;0;3;1;36
"SI";"Foxton";"M";0;42623.000000;"M";21;0;1;1;31
"NO";"Kingsville";"F";0;42605.000000;"M";28;1;0;0;23
"NO";"Foxton";"F";0;42639.000000;"U";25;2;0;0;24
"NO";"Queensbury";"M";0;42567.000000;"S";23;1;0;0;28
"NO";"Queensbury";"F";0;42615.000000;"M";-2;1;0;0;40
"NO";"Kingsville";"M";0;42559.000000;"M";-4;4;0;0;33
"NO";"Catburg";"M";0;42613.000000;"S";20;2;2;1;38
"SI";"Kingsville";"M";0;42644.000000;"U";12;1;3;2;43
"NO";"Kingsville";"M";0;42644.000000;"U";19;2;0;0;29
"NO";"Foxton";"F";0;42583.000000;"M";23;2;0;0;32
"NO";"Kingsville";"M";0;42599.000000;"S";33;0;4;1;20
"SI";"Queensbury";"F";0;42627.000000;"S";25;0;3;3;23
"NO";"Foxton";"M";0;42593.000000;"S";41;0;0;0;38
"NO";"Queensbury";"F";0;42624.000000;"M";-1;1;0;0;43
"NO";"Catburg";"F";0;42564.000000;"S";24;0;2;1;34
"SI";"Kingsville";"M";0;42638.000000;"U";26;3;4;3;35
"NO";"Ravensville";"M";0;42574.000000;"M";19;3;0;0;39
"NO";"Kingsville";"F";0;42578.000000;"S";37;0;2;1;23
"NO";"Princeton";"F";0;42597.000000;"M";27;3;0;0;33
"NO";"Kingsville";"F";0;42614.000000;"S";40;0;0;0;33
"NO";"Queensbury";"M";0;42554.000000;"M";21;0;4;1;23
"NO";"Princeton";"M";0;42629.000000;"S";39;0;4;1;42
"SI";"Foxton";"F";0;42572.000000;"S";36;0;2;1;33
"NO";"Ravensville";"F";0;42594.000000;"S";35;0;0;0;38
"SI";"Foxton";"F";0;42619.000000;"U";19;0;5;3;34
"NO";"Ravensville";"M";0;42618.000000;"U";19;1;0;0;48
"NO";"Foxton";"M";0;42566.000000;"M";5;2;0;0;41
"NO";"Kingsville";"M";0;42556.000000;"M";25;4;0;0;47
"NO";"Princeton";"F";0;42632.000000;"U";24;0;0;0;33
"NO";"Foxton";"F";0;42590.000000;"M";11;0;3;1;37
"NO";"Catburg";"F";0;42631.000000;"S";7;0;0;0;28
"NO";"Princeton";"F";0;42578.000000;"S";-6;0;0;0;32
"NO";"Ravensville";"M";0;42578.000000;"S";22;2;2;1;32
"NO";"Queensbury";"M";0;42579.000000;"M";32;1;0;0;32
"NO";"Princeton";"F";0;42644.000000;"S";27;2;0;0;8
"NO";"Ravensville";"F";0;42613.000000;"S";41;0;0;0;33
"NO";"Ravensville";"F";0;42621.000000;"S";12;1;0;0;34
"NO";"Kingsville";"M";0;42621.000000;"M";9;1;2;1;34
"NO";"Queensbury";"F";0;42568.000000;"U";14;1;0;0;35
"NO";"Princeton";"M";0;42629.000000;"S";40;7;0;0;35
"NO";"Queensbury";"M";0;42622.000000;"S";28;1;0;0;36
"NO";"Catburg";"M";0;42650.000000;"S";38;1;4;3;29
"NO";"Queensbury";"F";0;42650.000000;"S";-3;1;1;0;29
"NO";"Catburg";"F";0;42503.000000;"U";13;0;0;0;45
"NO";"Queensbury";"F";0;42503.000000;"S";29;0;0;0;45
"NO";"Queensbury";"F";0;42503.000000;"S";10;0;3;2;45
"NO";"Kingsville";"F";0;42503.000000;"S";12;2;2;1;29
"NO";"Catburg";"F";0;42463.000000;"U";22;1;1;1;30
"NO";"Ravensville";"F";0;42531.000000;"S";32;4;3;1;25
"NO";"Princeton";"F";0;42465.000000;"U";15;0;4;23;44
"NO";"Ravensville";"M";0;42475.000000;"M";39;3;0;0;27
"NO";"Catburg";"M";0;42475.000000;"S";17;0;6;3;27
"SI";"Ravensville";"M";0;42475.000000;"U";33;1;2;1;27
"NO";"Kingsville";"M";0;42457.000000;"U";15;1;0;0;33
"NO";"Kingsville";"F";0;42512.000000;"M";23;1;0;0;29
"NO";"Kingsville";"F";0;42489.000000;"S";28;1;0;0;36
"NO";"Princeton";"F";0;42480.000000;"U";20;2;3;2;22
"NO";"Princeton";"M";0;42463.000000;"U";10;2;4;2;38
"NO";"Princeton";"M";0;42458.000000;"S";35;0;6;3;41
"NO";"Catburg";"F";0;42452.000000;"M";33;3;0;0;41
"NO";"Princeton";"F";0;42520.000000;"S";-3;0;1;0;25
"NO";"Foxton";"M";0;42508.000000;"U";39;0;0;0;46
"NO";"Ravensville";"M";0;42471.000000;"M";-5;1;0;0;28
"NO";"Queensbury";"M";0;42521.000000;"S";7;0;0;0;37
"NO";"Queensbury";"F";0;42550.000000;"M";25;0;0;0;33
"NO";"Princeton";"F";0;42511.000000;"U";39;1;0;0;25
"NO";"Foxton";"F";0;42511.000000;"U";39;1;2;1;25
"NO";"Foxton";"F";0;42529.000000;"S";28;1;0;0;33
"NO";"Kingsville";"F";0;42507.000000;"S";7;0;2;1;40
"NO";"Queensbury";"F";0;42461.000000;"S";36;1;0;0;32
"NO";"Kingsville";"F";0;42550.000000;"U";26;0;0;0;30
"SI";"Foxton";"F";0;42534.000000;"S";5;0;2;1;38
"NO";"Princeton";"F";0;42521.000000;"S";31;2;4;2;39
"NO";"Queensbury";"F";0;42489.000000;"S";34;0;1;1;30
"NO";"Princeton";"F";0;42519.000000;"M";13;1;0;0;32
"NO";"Kingsville";"M";0;42541.000000;"S";20;1;3;2;38
"NO";"Catburg";"M";0;42512.000000;"M";21;0;0;0;39
"NO";"Queensbury";"M";0;42484.000000;"M";40;3;4;25;29
"NO";"Catburg";"F";0;42483.000000;"U";20;2;0;0;29
"NO";"Queensbury";"M";0;42515.000000;"U";36;0;0;0;33
"NO";"Catburg";"M";0;42522.000000;"S";-1;1;0;0;30
"SI";"Ravensville";"M";0;42471.000000;"S";24;0;3;1;39
"NO";"Queensbury";"M";0;42473.000000;"S";9;1;2;1;22
"NO";"Ravensville";"M";0;42501.000000;"S";24;0;0;0;35
"NO";"Queensbury";"M";0;42524.000000;"S";15;0;0;0;24
"NO";"Princeton";"F";0;42508.000000;"S";30;0;0;0;21
"NO";"Princeton";"M";0;42533.000000;"S";-2;0;0;0;29
"NO";"Ravensville";"F";0;42533.000000;"S";18;3;0;0;38
"NO";"Kingsville";"M";0;42516.000000;"S";31;0;5;3;32
"NO";"Kingsville";"F";0;42548.000000;"S";24;1;0;0;12
"NO";"Queensbury";"F";0;42550.000000;"U";22;2;5;3;18
"NO";"Queensbury";"F";0;42489.000000;"U";34;0;3;3;12
"SI";"Foxton";"F";0;42479.000000;"U";38;2;2;1;41
"NO";"Foxton";"M";0;42531.000000;"M";26;0;0;0;27
"NO";"Catburg";"M";0;42506.000000;"M";16;0;0;0;29
"SI";"Kingsville";"F";0;42515.000000;"M";6;3;3;1;36
"NO";"Queensbury";"M";0;42454.000000;"S";30;3;2;1;52
"NO";"Ravensville";"M";0;42501.000000;"U";30;0;4;1;39
"NO";"Queensbury";"M";0;42548.000000;"S";35;1;0;0;37
"NO";"Kingsville";"F";0;42470.000000;"U";18;2;0;0;22
"NO";"Ravensville";"M";0;42498.000000;"S";18;0;3;2;32
"NO";"Princeton";"M";0;42540.000000;"S";-2;2;1;0;17
"NO";"Catburg";"M";0;42511.000000;"S";9;0;0;0;34
"NO";"Princeton";"M";0;42541.000000;"M";18;0;0;0;28
"NO";"Princeton";"F";0;42529.000000;"S";32;1;0;0;22
"NO";"Catburg";"F";0;42480.000000;"M";39;1;0;0;24
"NO";"Queensbury";"M";0;42499.000000;"U";29;0;0;0;43
"NO";"Queensbury";"F";0;42469.000000;"S";28;1;0;0;17
"NO";"Catburg";"M";0;42480.000000;"S";33;0;0;0;27
"NO";"Catburg";"M";0;42458.000000;"U";11;0;0;0;39
"NO";"Kingsville";"M";0;42530.000000;"M";35;1;0;0;32
"NO";"Ravensville";"F";0;42451.000000;"S";0;0;3;0;33
"NO";"Catburg";"M";0;42536.000000;"M";40;2;0;0;28
"NO";"Princeton";"F";0;42536.000000;"M";31;1;2;1;28
"SI";"Princeton";"F";0;42549.000000;"S";27;1;3;2;43
"NO";"Princeton";"F";0;42540.000000;"M";19;1;0;0;34
"NO";"Foxton";"M";0;42537.000000;"M";17;2;2;1;27
"NO";"Queensbury";"F";0;42445.000000;"S";24;0;0;0;14
"NO";"Foxton";"F";0;42445.000000;"M";24;3;3;2;26
"NO";"Queensbury";"M";0;42382.000000;"U";33;2;0;0;26
