response;age;age_youngest_child;average#balance#feed#index;branch;debt_equity;gender;bad_payment;gold_card;pension_plan;household_debt_to_equity_ratio;income;marital;members_in_household;months_current_account;months_customer;call_center_contacts;loan_accounts;number_products;number_transactions;non_worker_percentage;white_collar_percentage;rfm_score
"NO";26;0;0;"Kingsville";26;"M";0;0;0;37;52374.000000;"S";5;16;"24";5;2;0;0;13;49;0.000000
"NO";67;40;14;"Ravensville";67;"M";0;0;0;49;52378.000000;"S";5;15;"24";3;1;4;2;10;39;9.245810
"NO";25;0;61;"Princeton";25;"F";0;0;0;56;52393.000000;"S";3;27;"36";2;1;4;1;8;34;11.925700
"NO";21;0;266;"Catburg";21;"F";0;0;0;59;52372.000000;"S";7;12;"24";1;1;5;3;8;31;10.786300
"NO";48;24;0;"Ravensville";48;"F";0;0;0;59;52423.000000;"U";6;30;"36";2;0;0;0;12;28;0.000000
"NO";23;0;0;"Foxton";23;"F";0;0;0;51;52380.000000;"S";2;30;"36";3;0;0;0;10;38;0.000000
"NO";35;6;0;"Catburg";35;"M";0;0;0;60;52365.000000;"M";4;35;"36";1;2;0;0;10;29;0.000000
"NO";42;14;0;"Queensbury";42;"M";0;0;0;50;52408.000000;"S";7;-2;"0";3;1;2;0;14;35;0.000000
"NO";15;0;0;"Princeton";15;"M";0;0;0;43;52418.000000;"S";2;11;"24";4;1;0;0;14;41;0.000000
"NO";38;6;0;"Kingsville";38;"M";0;0;0;65;52442.000000;"S";2;41;"48";1;0;0;0;5;29;0.000000
"NO";50;23;0;"Catburg";50;"M";0;0;0;61;52380.000000;"S";6;41;"48";1;0;0;0;11;27;0.000000
"NO";20;0;0;"Foxton";20;"F";0;0;0;52;52409.000000;"S";4;32;"36";3;7;0;0;10;37;0.000000
"SI";41;12;91;"Foxton";41;"F";0;0;0;52;52415.000000;"S";7;16;"24";2;0;3;2;7;39;9.823310
"NO";41;11;0;"Ravensville";41;"M";0;0;0;60;52442.000000;"M";4;21;"24";1;1;0;0;10;29;0.000000
"NO";47;19;0;"Queensbury";47;"M";0;0;0;60;52437.000000;"M";5;-6;"0";1;1;0;0;7;32;0.000000
"NO";35;4;0;"Ravensville";35;"F";0;0;0;52;52446.000000;"S";3;-3;"0";3;1;1;0;15;31;0.000000
"NO";22;0;0;"Foxton";22;"F";0;0;0;44;52397.000000;"S";3;28;"36";4;3;0;0;14;40;0.000000
"NO";32;4;88;"Catburg";32;"F";0;0;0;49;52411.000000;"M";3;37;"48";3;1;1;1;14;35;9.684000
"NO";20;0;378;"Foxton";20;"M";0;0;0;66;52377.000000;"S";5;19;"24";0;0;4;3;8;25;11.070300
"NO";19;0;179;"Ravensville";19;"M";0;0;0;44;52439.000000;"S";7;26;"36";4;1;3;1;10;45;7.512330
"NO";50;25;455;"Ravensville";50;"F";0;0;0;51;52449.000000;"U";3;35;"36";3;1;1;15;14;34;21.784000
"SI";47;18;157;"Foxton";47;"M";0;0;0;52;52418.000000;"S";5;13;"24";3;1;3;2;12;35;8.915620
"NO";28;1;121;"Foxton";28;"M";0;1;0;49;52396.000000;"M";6;19;"24";3;1;3;1;9;41;7.485670
"NO";40;14;158;"Princeton";40;"M";0;1;0;51;52496.000000;"S";7;7;"12";3;1;3;1;10;38;7.649000
"NO";58;27;0;"Foxton";58;"M";0;0;0;46;52467.000000;"S";5;-6;"0";3;0;0;0;9;43;0.000000
"NO";41;10;239;"Catburg";41;"F";0;0;0;45;52534.000000;"S";4;7;"12";4;7;4;2;24;30;8.918990
"NO";32;0;120;"Foxton";32;"M";0;0;0;56;52532.000000;"S";3;5;"12";2;0;2;1;7;36;11.870700
"SI";40;15;64;"Queensbury";40;"F";0;0;0;56;52509.000000;"S";4;40;"48";2;1;4;3;11;31;9.963930
"NO";43;17;356;"Princeton";43;"F";0;0;0;53;52547.000000;"M";4;40;"48";3;2;2;1;16;29;10.215700
"NO";39;7;0;"Catburg";39;"F";0;0;0;59;52526.000000;"S";6;28;"36";1;3;0;0;17;23;0.000000
"NO";28;0;95;"Queensbury";28;"M";0;0;0;49;52527.000000;"S";2;37;"48";3;1;2;1;11;39;11.122300
"NO";63;34;0;"Kingsville";63;"F";0;0;0;50;52510.000000;"U";4;13;"24";3;1;0;0;12;37;0.000000
"NO";74;50;146;"Ravensville";74;"M";0;0;0;40;52475.000000;"S";2;33;"36";5;0;4;1;15;43;13.172300
"NO";45;21;0;"Princeton";45;"F";0;0;0;56;52494.000000;"M";5;0;"12";2;1;0;0;14;28;0.000000
"NO";30;1;0;"Princeton";30;"F";0;0;0;38;52532.000000;"S";5;20;"24";5;0;0;0;10;50;0.000000
"NO";38;9;97;"Ravensville";38;"F";0;0;0;59;52547.000000;"U";7;18;"24";1;0;3;2;17;23;8.260660
"NO";39;5;304;"Kingsville";39;"M";0;0;0;59;52547.000000;"S";7;11;"12";1;0;4;2;17;23;10.231300
"NO";53;24;72;"Foxton";53;"F";0;0;0;45;52493.000000;"U";6;26;"36";4;1;2;1;12;42;7.835670
"NO";42;15;129;"Queensbury";42;"F";0;0;0;49;52503.000000;"U";4;10;"12";3;1;4;2;12;37;8.818000
"NO";39;11;199;"Princeton";39;"F";0;0;0;44;52479.000000;"U";2;13;"24";4;1;5;2;10;45;9.365660
"NO";46;19;0;"Foxton";46;"M";0;0;0;66;52458.000000;"M";6;32;"36";0;0;0;0;17;16;0.000000
"NO";66;42;117;"Foxton";66;"M";0;0;0;73;52507.000000;"S";6;9;"12";0;0;4;3;10;15;9.683650
"NO";33;2;179;"Catburg";33;"M";0;0;0;39;52454.000000;"U";2;41;"48";5;0;2;2;16;44;9.178990
"NO";79;48;0;"Catburg";79;"F";0;0;0;55;52529.000000;"M";5;25;"36";2;1;0;0;10;33;0.000000
"NO";10;0;97;"Princeton";10;"F";0;0;0;68;52493.000000;"S";7;23;"36";0;3;4;2;10;21;11.689000
"NO";16;0;0;"Kingsville";16;"M";0;0;0;56;52462.000000;"S";3;9;"12";2;0;0;0;9;34;0.000000
"NO";38;11;10;"Kingsville";38;"M";0;0;0;68;52508.000000;"M";5;5;"12";0;0;1;1;11;20;11.875700
"NO";33;4;0;"Kingsville";33;"F";0;0;0;45;52527.000000;"S";4;17;"24";4;0;0;0;16;38;0.000000
"NO";27;0;0;"Queensbury";27;"F";0;0;0;31;52480.000000;"S";5;34;"36";6;1;0;0;15;53;0.000000
"NO";25;0;0;"Queensbury";25;"M";0;0;0;53;52471.000000;"S";2;28;"36";2;1;0;0;7;38;0.000000
"NO";33;2;13;"Princeton";33;"M";0;0;0;38;52508.000000;"S";4;36;"48";5;0;3;1;20;40;7.845820
"SI";31;0;367;"Foxton";31;"M";0;0;0;51;52508.000000;"S";7;24;"36";3;0;3;1;15;32;8.049000
"NO";36;9;0;"Princeton";36;"M";0;0;0;17;52502.000000;"U";2;34;"36";9;3;0;0;27;55;0.000000
"SI";42;14;159;"Queensbury";42;"M";0;0;0;52;52521.000000;"U";6;8;"12";3;2;2;1;5;41;12.025700
"SI";44;13;709;"Kingsville";44;"M";0;0;0;57;52490.000000;"M";4;25;"36";2;0;1;24;5;37;31.304899
"NO";38;6;110;"Ravensville";38;"F";0;0;0;64;52505.000000;"S";3;28;"36";0;1;5;3;12;22;11.900000
"NO";39;13;0;"Ravensville";39;"M";0;0;0;49;52487.000000;"S";6;40;"48";3;1;0;0;13;37;0.000000
"NO";57;28;0;"Kingsville";57;"M";0;0;0;49;52487.000000;"U";5;12;"24";3;2;0;0;13;37;0.000000
"NO";38;7;0;"Ravensville";38;"F";0;0;0;72;52490.000000;"M";5;25;"36";0;1;0;0;10;17;0.000000
"NO";29;0;0;"Princeton";29;"M";0;0;0;50;52468.000000;"S";4;19;"24";3;0;0;0;24;25;0.000000
"NO";78;46;0;"Foxton";78;"M";0;0;0;76;52490.000000;"S";6;28;"36";0;0;0;0;3;20;0.000000
"NO";43;14;0;"Kingsville";43;"M";0;0;0;57;52468.000000;"M";2;5;"12";2;1;0;0;7;34;0.000000
"NO";22;0;0;"Kingsville";22;"M";0;0;0;45;52526.000000;"S";6;29;"36";4;0;0;0;6;48;0.000000
"NO";43;13;0;"Ravensville";43;"M";0;0;0;50;52479.000000;"S";5;-6;"0";3;1;0;0;9;40;0.000000
"NO";44;11;95;"Princeton";44;"F";0;0;0;68;52498.000000;"U";6;7;"12";0;7;4;2;8;22;12.860600
"NO";41;13;0;"Foxton";41;"F";0;0;0;52;52511.000000;"S";7;41;"48";3;0;0;0;11;36;0.000000
"NO";39;6;305;"Foxton";39;"M";0;0;0;26;52512.000000;"S";2;23;"36";7;4;2;1;18;54;10.179000
"NO";43;16;0;"Ravensville";43;"M";0;0;0;54;52528.000000;"S";7;-3;"0";2;0;0;0;15;29;0.000000
"NO";49;21;490;"Ravensville";49;"F";0;0;1;54;52528.000000;"U";6;34;"36";2;1;6;19;15;29;25.756001
"NO";53;23;0;"Princeton";53;"M";0;0;0;65;52536.000000;"U";4;35;"48";0;0;0;0;11;23;0.000000
"NO";38;10;203;"Foxton";38;"F";0;0;0;56;52472.000000;"S";2;15;"24";2;0;2;1;10;32;12.599000
"NO";45;16;0;"Ravensville";45;"F";0;0;0;56;52472.000000;"U";2;15;"24";2;0;0;0;10;32;0.000000
"NO";37;9;149;"Queensbury";37;"M";0;0;0;52;52526.000000;"S";7;33;"36";3;0;3;1;10;36;7.829000
"NO";80;49;0;"Catburg";80;"F";0;0;0;44;52494.000000;"M";2;33;"36";4;4;0;0;14;40;0.000000
"NO";29;0;0;"Foxton";29;"M";0;0;0;52;52523.000000;"S";6;18;"24";3;3;0;0;10;36;0.000000
"NO";33;3;338;"Kingsville";33;"F";0;1;0;61;52531.000000;"M";3;41;"48";1;3;3;1;13;25;9.765670
"NO";45;13;75;"Kingsville";45;"M";0;0;0;61;52531.000000;"S";3;9;"12";1;0;5;3;13;25;10.934600
"NO";17;0;0;"Queensbury";17;"F";0;0;0;56;52482.000000;"S";5;19;"24";2;1;0;0;9;33;0.000000
"NO";61;32;0;"Princeton";61;"M";0;1;0;68;52541.000000;"M";3;39;"48";0;1;0;0;11;19;0.000000
"NO";35;8;0;"Kingsville";35;"F";0;0;0;57;52546.000000;"M";4;-6;"0";2;2;0;0;8;33;0.000000
"NO";37;6;0;"Kingsville";37;"M";0;0;0;61;52550.000000;"S";3;12;"24";1;0;0;0;10;27;0.000000
"NO";53;25;0;"Queensbury";53;"F";0;0;0;63;52458.000000;"U";1;26;"36";1;0;0;0;12;23;0.000000
"NO";40;9;194;"Catburg";40;"M";0;0;0;51;52467.000000;"U";3;5;"12";3;2;2;1;12;35;8.379000
"SI";38;9;541;"Ravensville";38;"M";0;0;0;58;52478.000000;"M";5;16;"24";2;3;1;15;6;34;21.674200
"NO";50;19;167;"Foxton";50;"M";0;0;0;59;52523.000000;"U";2;7;"12";1;2;4;3;11;29;9.779320
"SI";39;5;135;"Queensbury";39;"F";1;0;0;77;52478.000000;"M";2;34;"36";1;4;3;3;13;9;9.618940
"NO";23;0;0;"Ravensville";23;"F";0;0;0;58;52468.000000;"S";5;38;"48";2;1;0;0;12;29;0.000000
"NO";41;14;0;"Ravensville";41;"M";0;0;0;64;52531.000000;"S";4;19;"24";1;3;0;0;9;26;0.000000
"NO";47;17;0;"Foxton";47;"F";0;0;0;33;52512.000000;"U";6;-3;"0";6;0;0;0;20;46;0.000000
"NO";45;19;0;"Foxton";45;"M";0;0;0;59;52507.000000;"S";2;-2;"0";1;2;0;0;12;28;0.000000
"NO";32;2;0;"Foxton";32;"F";0;0;0;62;52541.000000;"M";6;37;"48";1;0;0;0;9;28;0.000000
"NO";38;6;140;"Foxton";38;"F";0;0;0;51;52468.000000;"M";7;7;"12";3;0;3;2;17;31;8.360320
"NO";33;5;0;"Catburg";33;"F";0;0;0;56;52473.000000;"M";2;-5;"0";2;0;2;0;11;32;0.000000
"NO";49;22;0;"Kingsville";49;"F";0;0;0;60;52516.000000;"U";3;-2;"0";1;1;0;0;12;26;0.000000
"NO";39;5;0;"Queensbury";39;"F";0;0;0;55;52523.000000;"U";3;29;"36";2;0;0;0;14;30;0.000000
"SI";29;4;684;"Kingsville";29;"M";0;0;0;56;52492.000000;"M";2;6;"12";2;1;6;3;12;31;11.677000
"NO";24;0;234;"Ravensville";24;"M";0;1;0;63;52535.000000;"S";5;8;"12";1;3;2;1;10;25;8.362330
"NO";33;7;0;"Princeton";33;"M";0;0;0;74;52627.000000;"M";4;11;"24";0;1;0;0;2;23;0.000000
"NO";51;18;0;"Ravensville";51;"F";0;0;0;45;52568.000000;"S";5;37;"48";4;1;0;0;12;42;0.000000
"NO";46;16;0;"Catburg";46;"M";0;0;0;53;52647.000000;"U";6;6;"12";2;1;0;0;8;38;0.000000
"SI";36;4;97;"Princeton";36;"M";0;0;0;51;52632.000000;"U";6;26;"36";3;1;6;3;7;40;10.256600
"NO";18;0;0;"Catburg";18;"F";0;0;0;29;52579.000000;"S";4;9;"12";7;1;0;0;13;56;0.000000
"NO";38;7;0;"Kingsville";38;"M";0;0;0;60;52597.000000;"M";3;11;"24";1;0;0;0;16;23;0.000000
"NO";20;0;92;"Queensbury";20;"M";0;0;0;48;52615.000000;"S";5;20;"24";3;1;3;2;6;44;8.288990
"NO";47;19;2386;"Princeton";47;"M";0;0;0;48;52615.000000;"M";4;40;"48";3;4;1;1;6;44;13.915700
"NO";45;14;0;"Foxton";45;"F";0;0;0;65;52648.000000;"M";6;17;"24";0;1;0;0;12;22;0.000000
"SI";24;0;455;"Catburg";24;"F";0;0;0;66;52562.000000;"S";7;18;"24";0;2;4;15;10;23;22.124800
"NO";36;5;0;"Queensbury";36;"F";0;0;0;50;52552.000000;"S";3;32;"36";3;0;0;0;14;35;0.000000
"NO";31;3;215;"Ravensville";31;"F";0;0;0;44;52567.000000;"M";3;21;"24";4;1;3;3;16;38;9.389890
"NO";58;29;329;"Catburg";58;"M";0;1;0;67;52582.000000;"M";1;28;"36";0;0;2;1;12;20;10.095700
"NO";51;19;209;"Queensbury";51;"M";0;0;0;57;52566.000000;"M";3;8;"12";2;2;2;1;14;28;7.565670
"NO";27;0;0;"Catburg";27;"F";0;0;0;54;52556.000000;"S";7;6;"12";2;0;0;0;11;33;0.000000
"NO";35;4;0;"Ravensville";35;"F";0;0;0;53;52607.000000;"U";3;20;"24";2;0;0;0;13;32;0.000000
"NO";51;21;149;"Kingsville";51;"M";0;0;0;49;52629.000000;"U";1;14;"24";3;0;3;2;5;44;10.515700
"NO";51;27;0;"Foxton";51;"F";0;0;0;44;52555.000000;"U";3;-4;"0";4;0;0;0;10;44;0.000000
"NO";36;7;288;"Catburg";36;"M";0;0;0;44;52555.000000;"M";4;9;"12";4;3;1;1;10;44;12.545700
"NO";55;24;0;"Foxton";55;"M";0;0;0;65;52624.000000;"S";3;25;"36";1;3;0;0;9;25;0.000000
"NO";37;8;0;"Queensbury";37;"M";0;0;0;54;52638.000000;"S";5;7;"12";2;1;0;0;10;34;0.000000
"NO";27;0;0;"Kingsville";27;"F";0;0;0;65;52611.000000;"S";4;29;"36";0;0;0;0;15;19;0.000000
"NO";35;7;0;"Foxton";35;"F";0;0;0;52;52628.000000;"U";5;-2;"0";3;2;0;0;10;37;0.000000
"NO";42;11;299;"Kingsville";42;"M";0;0;0;51;52627.000000;"U";6;10;"12";3;0;2;1;11;36;11.365700
"NO";48;19;0;"Princeton";48;"M";0;0;0;66;52580.000000;"U";3;19;"24";0;0;0;0;10;23;0.000000
"NO";45;13;0;"Kingsville";45;"M";0;0;0;56;52634.000000;"U";2;29;"36";2;0;0;0;8;35;0.000000
"NO";42;14;0;"Princeton";42;"F";0;0;0;32;52623.000000;"U";2;31;"36";6;1;0;0;12;55;0.000000
"NO";57;28;150;"Princeton";57;"F";0;0;0;54;52586.000000;"S";2;25;"36";2;2;4;3;12;32;9.616650
"NO";60;30;0;"Kingsville";60;"F";0;1;0;49;52579.000000;"M";5;33;"36";3;1;0;0;14;36;0.000000
"SI";57;31;224;"Kingsville";57;"M";0;0;0;49;52579.000000;"U";5;25;"36";3;0;3;1;14;36;8.652330
"NO";22;0;102;"Ravensville";22;"M";0;0;0;40;52595.000000;"S";4;7;"12";5;0;2;1;16;42;12.355700
"NO";38;12;98;"Kingsville";38;"F";0;0;0;29;52574.000000;"S";2;14;"24";7;0;4;2;11;59;11.892000
"NO";42;10;0;"Catburg";42;"F";0;0;0;57;52604.000000;"M";7;-4;"0";2;5;0;0;11;31;0.000000
"SI";36;5;672;"Foxton";36;"F";0;0;0;54;52564.000000;"M";6;13;"24";2;1;1;23;8;37;29.971300
"NO";35;5;112;"Ravensville";35;"M";0;0;0;54;52606.000000;"M";3;22;"24";2;1;1;1;10;35;12.166700
"NO";48;21;350;"Queensbury";48;"F";0;0;0;47;52617.000000;"M";2;20;"24";4;1;2;1;13;38;8.272330
"NO";28;0;0;"Foxton";28;"M";0;0;0;69;52621.000000;"S";2;14;"24";0;0;0;0;9;20;0.000000
"NO";31;1;0;"Kingsville";31;"M";0;0;0;62;52552.000000;"M";7;6;"12";1;1;0;0;12;24;0.000000
"NO";61;33;0;"Catburg";61;"F";0;0;0;66;52613.000000;"M";1;20;"24";0;0;0;0;8;24;0.000000
"NO";21;0;170;"Foxton";21;"M";0;0;0;60;52571.000000;"S";5;26;"36";1;0;4;3;13;25;9.320650
"NO";40;11;0;"Princeton";40;"F";0;0;0;60;52571.000000;"M";5;6;"12";1;1;0;0;13;25;0.000000
"NO";44;11;0;"Princeton";44;"M";0;0;0;61;52586.000000;"S";3;23;"36";1;0;0;0;15;23;0.000000
"NO";43;14;0;"Ravensville";43;"F";0;0;0;45;52608.000000;"U";7;14;"24";4;0;0;0;8;45;0.000000
"NO";39;5;0;"Queensbury";39;"F";0;0;0;59;52590.000000;"M";2;-2;"0";2;5;0;0;7;33;0.000000
"NO";44;15;0;"Kingsville";44;"F";0;0;0;54;52648.000000;"S";3;16;"24";2;0;0;0;8;37;0.000000
"SI";45;16;108;"Queensbury";45;"M";0;0;0;42;52574.000000;"M";6;30;"36";4;2;2;2;14;43;10.137300
"NO";41;11;0;"Queensbury";41;"F";0;0;0;66;52564.000000;"M";7;23;"36";0;3;0;0;9;23;0.000000
"NO";46;14;314;"Catburg";46;"F";0;0;0;56;52567.000000;"S";4;15;"24";2;0;2;2;10;33;8.713990
"NO";36;6;91;"Queensbury";36;"M";0;0;0;39;52643.000000;"S";5;6;"12";5;0;5;2;12;47;12.190000
"NO";37;5;67;"Queensbury";37;"F";0;0;0;60;52628.000000;"S";6;28;"36";1;1;1;1;8;30;7.992330
"SI";24;0;476;"Kingsville";24;"M";0;0;0;57;52560.000000;"S";5;31;"36";2;0;0;13;16;26;20.280100
"NO";27;0;0;"Kingsville";27;"F";0;0;0;53;52568.000000;"S";7;19;"24";3;4;0;0;11;35;0.000000
"NO";51;18;0;"Ravensville";51;"F";0;0;0;47;52631.000000;"M";2;23;"36";4;2;0;0;9;43;0.000000
"NO";40;10;133;"Kingsville";40;"M";0;1;0;43;52569.000000;"S";6;22;"24";4;2;3;2;7;49;11.324000
"NO";44;15;269;"Queensbury";44;"F";0;0;0;53;52564.000000;"U";5;16;"24";2;1;3;2;9;36;8.902320
"NO";31;3;128;"Princeton";31;"F";0;0;0;54;52602.000000;"M";3;16;"24";2;1;3;1;14;31;9.690670
"NO";43;13;0;"Catburg";43;"M";0;0;0;54;52602.000000;"U";3;38;"48";2;1;0;0;14;31;0.000000
"NO";31;2;0;"Ravensville";31;"M";0;0;0;58;52602.000000;"S";6;12;"24";1;2;0;0;12;28;0.000000
"NO";69;41;0;"Ravensville";69;"M";0;0;0;47;52568.000000;"U";1;19;"24";4;0;0;0;12;40;0.000000
"NO";38;8;0;"Queensbury";38;"M";0;0;0;32;52576.000000;"M";7;17;"24";6;4;0;0;16;50;0.000000
"SI";26;0;273;"Catburg";26;"F";0;0;0;66;52642.000000;"S";6;17;"24";0;0;5;3;7;25;9.567000
"NO";34;3;129;"Princeton";34;"M";0;0;0;66;52642.000000;"M";6;25;"36";0;0;2;1;7;25;7.962330
"NO";48;15;370;"Princeton";48;"M";0;0;0;59;52630.000000;"U";2;36;"48";1;0;4;3;12;28;9.954990
"NO";26;0;120;"Kingsville";26;"M";0;0;0;36;52582.000000;"S";4;35;"48";5;1;4;1;13;50;7.419990
"NO";36;3;0;"Foxton";36;"M";0;0;0;53;52588.000000;"U";4;40;"48";3;1;0;0;14;32;0.000000
"NO";34;6;162;"Kingsville";34;"M";0;0;0;41;52631.000000;"S";2;16;"24";4;0;5;3;15;43;10.277300
"NO";53;22;178;"Catburg";53;"M";0;0;0;54;52597.000000;"M";4;12;"24";2;0;2;1;14;31;12.902300
"NO";40;12;0;"Queensbury";40;"F";0;0;0;54;52621.000000;"M";6;32;"36";2;2;0;0;14;31;0.000000
"NO";45;13;0;"Ravensville";45;"M";0;0;0;58;52648.000000;"S";5;15;"24";2;0;0;0;11;29;0.000000
"NO";39;9;0;"Foxton";39;"M";0;0;0;60;52632.000000;"U";7;40;"48";1;4;0;0;3;35;0.000000
"NO";29;0;0;"Princeton";29;"M";0;0;0;43;52564.000000;"S";5;-3;"0";4;1;4;0;8;48;0.000000
"NO";31;0;0;"Catburg";31;"M";0;0;0;43;52564.000000;"S";5;16;"24";4;2;0;0;8;48;0.000000
"NO";39;11;0;"Queensbury";39;"F";0;0;0;67;52615.000000;"M";3;20;"24";0;2;0;0;6;26;0.000000
"SI";28;0;111;"Princeton";28;"F";0;0;0;67;52615.000000;"S";3;8;"12";0;0;4;1;6;26;7.265670
"NO";45;15;0;"Ravensville";45;"M";0;0;0;33;52561.000000;"M";4;33;"36";6;2;0;0;13;53;0.000000
"NO";41;9;50;"Foxton";41;"F";0;0;0;39;52606.000000;"U";3;12;"24";5;0;3;2;10;49;8.311610
"NO";47;20;0;"Princeton";47;"M";0;0;0;61;52559.000000;"M";5;26;"36";1;1;0;0;11;26;0.000000
"NO";40;9;173;"Foxton";40;"M";0;0;0;50;52640.000000;"S";7;24;"36";3;0;3;3;11;37;11.921600
"NO";49;22;398;"Ravensville";49;"M";0;0;0;35;52579.000000;"U";2;22;"24";5;0;4;1;13;51;10.482300
"NO";19;0;20;"Foxton";19;"F";0;0;0;61;52628.000000;"S";5;8;"12";1;0;2;1;12;25;12.020000
"NO";47;20;0;"Kingsville";47;"M";0;0;0;61;52628.000000;"U";4;5;"12";1;1;0;0;12;25;0.000000
"NO";41;12;0;"Queensbury";41;"F";0;0;0;61;52551.000000;"U";6;29;"36";1;1;0;0;9;29;0.000000
"NO";32;1;0;"Queensbury";32;"M";0;0;0;69;52613.000000;"S";2;16;"24";0;0;0;0;14;16;0.000000
"NO";40;15;0;"Ravensville";40;"F";0;0;0;62;52565.000000;"S";2;29;"36";1;2;0;0;8;29;0.000000
"SI";26;0;400;"Princeton";26;"M";0;0;0;53;52551.000000;"S";3;20;"24";3;3;0;18;11;35;24.620501
"NO";30;3;62;"Queensbury";30;"F";0;0;0;64;52586.000000;"M";5;9;"12";0;1;1;1;7;27;7.625670
"NO";35;2;0;"Ravensville";35;"F";0;0;0;54;52610.000000;"S";4;35;"48";2;0;0;0;14;30;0.000000
"NO";40;12;0;"Foxton";40;"F";0;0;0;47;52641.000000;"U";4;0;"12";4;0;0;0;13;39;0.000000
"NO";39;10;0;"Princeton";39;"M";0;0;0;55;52595.000000;"U";7;-4;"0";2;1;1;0;14;30;0.000000
"NO";34;4;299;"Ravensville";34;"M";0;0;0;67;52553.000000;"S";7;29;"36";0;1;3;1;5;26;8.632330
"NO";32;1;225;"Princeton";32;"F";0;1;0;67;52553.000000;"U";7;26;"36";0;1;4;3;5;26;11.304000
"NO";44;14;205;"Princeton";44;"M";0;0;0;72;52553.000000;"U";3;38;"48";0;3;3;1;12;15;10.512300
"NO";43;12;0;"Foxton";43;"M";0;0;0;70;52595.000000;"M";4;16;"24";0;0;0;0;16;13;0.000000
"NO";39;12;0;"Kingsville";39;"F";0;0;0;45;52614.000000;"M";7;10;"12";4;0;0;0;14;39;0.000000
"NO";39;10;0;"Queensbury";39;"F";0;0;0;62;52559.000000;"U";4;29;"36";1;1;0;0;15;22;0.000000
"NO";35;5;299;"Catburg";35;"F";0;0;0;55;52601.000000;"M";7;27;"36";2;0;4;3;10;34;12.332300
"NO";34;3;0;"Ravensville";34;"F";0;0;0;31;52599.000000;"S";3;-3;"0";6;0;0;0;11;57;0.000000
"NO";35;8;76;"Catburg";35;"F";0;1;0;62;52573.000000;"U";7;33;"36";1;2;4;1;6;31;8.269000
"NO";49;19;497;"Catburg";49;"F";0;0;0;60;52624.000000;"S";2;19;"24";1;0;4;9;9;29;16.248600
"NO";43;12;0;"Queensbury";43;"M";0;0;0;67;52640.000000;"U";3;12;"24";0;0;0;0;10;22;0.000000
"NO";18;0;0;"Queensbury";18;"F";0;0;0;60;52629.000000;"S";2;34;"36";1;0;0;0;12;26;0.000000
"SI";48;19;337;"Princeton";48;"M";0;0;0;43;52629.000000;"M";4;7;"12";4;3;3;3;17;38;11.726300
"NO";40;9;0;"Ravensville";40;"F";0;0;0;64;52588.000000;"U";3;-1;"0";0;0;0;0;5;29;0.000000
"NO";41;9;0;"Catburg";41;"M";0;0;0;47;52609.000000;"S";6;34;"36";3;0;0;0;16;36;0.000000
"NO";50;15;188;"Foxton";50;"M";0;0;0;47;52609.000000;"M";6;22;"24";3;2;3;2;16;36;13.374000
"NO";33;2;349;"Ravensville";33;"F";0;0;0;48;52584.000000;"M";3;6;"12";3;2;1;1;11;39;10.082300
"NO";27;0;0;"Princeton";27;"M";0;0;0;45;52585.000000;"S";3;13;"24";4;0;0;0;9;44;0.000000
"NO";37;7;0;"Queensbury";37;"M";0;0;0;62;52650.000000;"U";2;35;"36";1;2;0;0;12;25;0.000000
"NO";35;5;0;"Ravensville";35;"M";0;0;0;45;52635.000000;"S";7;31;"36";4;2;0;0;12;41;0.000000
"NO";36;5;0;"Ravensville";36;"F";0;0;0;59;52605.000000;"M";6;31;"36";1;0;0;0;14;26;0.000000
"NO";41;14;0;"Foxton";41;"M";0;0;0;59;52727.000000;"U";5;14;"24";1;0;0;0;11;29;0.000000
"NO";27;0;76;"Princeton";27;"M";0;0;0;52;52750.000000;"S";6;39;"48";2;0;2;1;13;33;10.435700
"NO";50;20;122;"Kingsville";50;"M";0;0;0;57;52745.000000;"U";6;14;"24";2;0;2;1;8;33;12.953300
"NO";29;0;0;"Princeton";29;"F";0;0;0;52;52673.000000;"S";3;28;"36";3;0;0;0;19;28;0.000000
"SI";72;39;755;"Catburg";72;"F";0;0;0;66;52715.000000;"U";3;6;"12";0;3;0;7;11;22;14.252600
"NO";39;10;226;"Ravensville";39;"F";0;0;0;59;52730.000000;"U";2;26;"36";1;0;2;1;10;30;11.985700
"NO";44;11;0;"Kingsville";44;"F";0;0;0;53;52717.000000;"M";3;38;"48";2;0;0;0;8;37;0.000000
"NO";29;3;0;"Catburg";29;"M";0;0;0;41;52677.000000;"S";5;14;"24";5;0;0;0;17;41;0.000000
"NO";52;27;179;"Kingsville";52;"F";0;0;0;70;52703.000000;"S";4;24;"36";0;0;2;2;9;19;10.345700
"NO";30;0;0;"Foxton";30;"F";0;0;0;63;52660.000000;"S";7;39;"48";1;0;0;0;10;26;0.000000
"NO";56;24;0;"Kingsville";56;"M";0;0;0;74;52682.000000;"U";3;8;"12";0;0;0;0;6;19;0.000000
"NO";34;6;500;"Princeton";34;"F";0;0;0;45;52686.000000;"S";3;11;"24";4;2;2;26;11;43;32.651901
"NO";52;22;0;"Foxton";52;"M";0;0;0;60;52676.000000;"S";6;-6;"0";1;0;0;0;10;29;0.000000
"NO";28;0;0;"Ravensville";28;"M";0;0;0;48;52718.000000;"S";7;10;"12";3;2;0;0;15;35;0.000000
