ID	EDAD	INGRE	GENERO	ECIVIL	HIJOS	NUMTC	FPAGO	HIPOTECA	TALMAC	CREDITOS	RIESGO
103248	44	28063	f	ViuSepDiv	3	6	Quincenal 	n	5	2	Bueno 
103597	48	28060	m	ViuSepDiv	2	6	Quincenal 	n	5	3	Bueno 
100193	39	28050	m	Soltero   	0	0	Mensual	s	2	0	Medio
100165	38	28036	m	Soltero   	0	1	Mensual	s	2	0	Bueno 
103713	50	28025	f	ViuSepDiv	2	6	Quincenal 	s	5	2	Medio
100007	33	28018	m	Soltero   	0	1	Mensual	s	1	0	Bueno 
103795	41	28000	f	Casado  	2	4	Quincenal 	s	5	1	Malo  
103402	31	27995	m	ViuSepDiv	2	6	Quincenal 	n	5	3	Medio
100100	33	27995	f	Soltero   	0	0	Mensual	s	0	0	Bueno 
103401	46	27994	m	ViuSepDiv	2	5	Quincenal 	n	5	3	Medio
103406	46	27994	m	ViuSepDiv	2	5	Quincenal 	n	3	2	Malo  
103429	30	27990	f	ViuSepDiv	2	6	Quincenal 	s	5	3	Malo  
100013	25	27987	f	Soltero   	0	1	Mensual	s	2	0	Malo  
103667	49	27986	m	ViuSepDiv	2	6	Quincenal 	n	3	3	Malo  
103002	33	27979	f	ViuSepDiv	4	6	Quincenal 	s	3	3	Bueno 
100012	25	27956	f	Soltero   	0	0	Mensual	s	1	0	Bueno 
100159	37	27941	f	Soltero   	0	1	Mensual	s	1	0	Bueno 
104116	50	27940	m	Casado  	3	4	Quincenal 	s	5	2	Malo  
103409	38	27936	m	ViuSepDiv	2	6	Quincenal 	s	3	2	Medio
100426	35	27933	m	Casado  	0	1	Mensual	s	2	1	Medio
103325	29	27930	f	ViuSepDiv	2	5	Quincenal 	n	3	2	Bueno 
102986	41	27928	f	ViuSepDiv	4	5	Quincenal 	n	4	2	Medio
103177	43	27922	f	ViuSepDiv	4	5	Quincenal 	s	4	2	Medio
103802	27	27917	m	Casado  	3	3	Mensual	s	4	2	Malo  
100166	38	27915	f	Soltero   	0	0	Mensual	s	0	0	Bueno 
100174	38	27913	f	Soltero   	0	0	Mensual	s	1	0	Medio
103251	44	27909	m	ViuSepDiv	2	6	Quincenal 	s	4	2	Malo  
103327	45	27906	m	ViuSepDiv	3	5	Quincenal 	s	4	3	Malo  
100238	43	27901	f	Soltero   	0	0	Mensual	s	2	0	Bueno 
100213	37	27897	f	Soltero   	0	0	Mensual	s	0	0	Malo  
103929	45	27892	m	Casado  	2	4	Quincenal 	s	5	2	Malo  
102987	41	27890	m	ViuSepDiv	2	5	Quincenal 	s	3	3	Medio
102994	41	27885	f	ViuSepDiv	4	6	Quincenal 	s	5	2	Malo  
104036	48	27873	f	Casado  	3	4	Mensual	s	4	1	Malo  
103485	31	27862	f	ViuSepDiv	4	5	Quincenal 	s	3	2	Malo  
103663	49	27861	m	ViuSepDiv	2	5	Quincenal 	n	5	2	Medio
103658	49	27860	f	ViuSepDiv	3	6	Quincenal 	n	4	3	Medio
103326	45	27859	m	ViuSepDiv	2	6	Quincenal 	s	5	3	Bueno 
103519	47	27854	f	ViuSepDiv	3	6	Quincenal 	n	5	2	Malo  
103669	49	27850	f	ViuSepDiv	4	5	Quincenal 	s	4	3	Medio
100256	44	27849	m	Soltero   	0	1	Mensual	s	1	0	Bueno 
100069	30	27849	f	Soltero   	0	0	Mensual	s	0	0	Bueno 
100184	39	27841	m	Soltero   	0	0	Mensual	s	0	0	Bueno 
103855	43	27833	f	Casado  	3	4	Mensual	s	4	2	Malo  
100542	38	27828	f	Casado  	1	1	Mensual	s	1	0	Bueno 
100027	26	27819	f	Soltero   	0	0	Mensual	s	1	0	Bueno 
103257	44	27816	m	ViuSepDiv	2	5	Quincenal 	s	4	3	Bueno 
103909	44	27808	f	Casado  	3	3	Quincenal 	s	5	1	Malo  
103064	42	27796	m	ViuSepDiv	2	6	Quincenal 	n	5	2	Malo  
103861	43	27795	f	Casado  	3	3	Quincenal 	s	5	1	Malo  
100122	34	27794	f	Soltero   	0	0	Mensual	s	1	0	Bueno 
100249	44	27793	f	Soltero   	0	1	Mensual	s	1	0	Malo  
103430	46	27792	m	ViuSepDiv	4	6	Quincenal 	s	4	2	Bueno 
103314	45	27778	m	ViuSepDiv	3	5	Quincenal 	n	4	3	Medio
103178	43	27745	m	ViuSepDiv	4	5	Quincenal 	n	3	3	Bueno 
100208	40	27739	m	Soltero   	0	0	Mensual	s	2	0	Bueno 
103097	42	27736	f	ViuSepDiv	4	5	Quincenal 	s	5	2	Malo  
103010	41	27723	m	ViuSepDiv	4	5	Quincenal 	s	3	3	Malo  
100128	35	27706	m	Soltero   	0	1	Mensual	s	2	0	Bueno 
103407	46	27693	m	ViuSepDiv	2	5	Quincenal 	n	5	2	Medio
103514	47	27678	f	ViuSepDiv	4	6	Quincenal 	s	3	2	Malo  
103721	50	27676	f	ViuSepDiv	2	5	Quincenal 	n	5	3	Medio
103165	43	27669	f	ViuSepDiv	3	6	Quincenal 	n	5	3	Malo  
103068	30	27661	m	ViuSepDiv	3	6	Quincenal 	s	3	3	Malo  
100236	36	27658	m	Soltero   	0	1	Mensual	s	0	0	Bueno 
104067	34	27647	f	Casado  	2	4	Mensual	s	4	2	Medio
100135	36	27639	f	Soltero   	0	0	Mensual	s	1	0	Medio
103403	31	27637	m	ViuSepDiv	3	6	Quincenal 	s	4	3	Bueno 
100060	29	27632	f	Soltero   	0	1	Mensual	s	1	0	Malo  
103800	41	27624	f	Casado  	2	4	Quincenal 	s	5	2	Malo  
103897	44	27619	m	Casado  	2	3	Mensual	s	4	1	Malo  
100206	40	27617	f	Soltero   	0	1	Mensual	s	1	0	Medio
100024	26	27605	f	Soltero   	0	1	Mensual	s	2	0	Bueno 
103511	47	27602	f	ViuSepDiv	3	5	Quincenal 	n	4	2	Malo  
103399	46	27596	m	ViuSepDiv	3	5	Quincenal 	n	5	2	Medio
103645	49	27591	m	ViuSepDiv	2	5	Quincenal 	n	5	2	Bueno 
103910	44	27590	m	Casado  	3	3	Mensual	s	4	2	Malo  
100096	33	27580	m	Soltero   	0	0	Mensual	s	0	0	Bueno 
103975	46	27569	m	Casado  	3	3	Quincenal 	s	4	2	Malo  
104041	28	27566	f	Casado  	3	3	Quincenal 	s	4	2	Malo  
103250	44	27566	f	ViuSepDiv	4	6	Quincenal 	s	5	3	Medio
103482	47	27565	m	ViuSepDiv	2	5	Quincenal 	n	5	2	Bueno 
103324	45	27553	f	ViuSepDiv	4	6	Quincenal 	s	5	2	Malo  
104100	50	27543	m	Casado  	2	4	Quincenal 	s	4	1	Medio
103502	47	27539	m	ViuSepDiv	2	6	Quincenal 	s	4	2	Medio
104114	50	27535	f	Casado  	2	3	Mensual	s	4	1	Malo  
100120	34	27530	f	Soltero   	0	0	Mensual	s	0	0	Bueno 
103060	27	27525	m	ViuSepDiv	2	6	Quincenal 	s	5	2	Medio
100183	39	27523	f	Soltero   	0	1	Mensual	s	2	0	Bueno 
103740	50	27519	m	ViuSepDiv	3	6	Quincenal 	n	3	2	Medio
103867	43	27517	m	Casado  	2	4	Quincenal 	s	5	2	Malo  
100084	31	27505	m	Soltero   	0	1	Mensual	s	0	0	Bueno 
103317	34	27486	f	ViuSepDiv	4	6	Quincenal 	n	5	3	Malo  
103343	45	27467	m	ViuSepDiv	4	5	Quincenal 	n	5	3	Bueno 
104112	50	27457	f	Casado  	3	3	Mensual	s	5	1	Bueno 
100011	25	27457	m	Soltero   	0	1	Mensual	s	2	0	Bueno 
103650	49	27450	f	ViuSepDiv	2	5	Quincenal 	n	3	3	Malo  
103655	49	27438	m	ViuSepDiv	4	5	Quincenal 	n	5	3	Medio
102924	28	27416	f	ViuSepDiv	4	5	Quincenal 	n	5	2	Malo  
103096	34	27404	f	ViuSepDiv	3	6	Quincenal 	s	5	3	Medio
103242	44	27402	f	ViuSepDiv	3	6	Quincenal 	n	5	2	Bueno 
103767	40	27395	f	Casado  	2	4	Quincenal 	s	5	1	Bueno 
103726	50	27381	f	ViuSepDiv	4	6	Quincenal 	s	4	2	Medio
103964	26	27379	m	Casado  	2	4	Quincenal 	s	5	1	Malo  
103938	45	27375	m	Casado  	2	3	Mensual	s	4	2	Malo  
100051	28	27362	m	Soltero   	0	0	Mensual	s	0	0	Bueno 
103995	47	27353	m	Casado  	2	4	Mensual	s	5	1	Malo  
103942	28	27344	f	Casado  	3	3	Mensual	s	4	2	Malo  
100226	41	27334	f	Soltero   	0	1	Mensual	s	1	0	Bueno 
100020	26	27332	f	Soltero   	0	0	Mensual	s	0	0	Bueno 
103770	40	27290	f	Casado  	3	3	Mensual	s	5	1	Malo  
103768	40	27289	m	Casado  	2	3	Quincenal 	s	5	1	Malo  
103512	47	27286	m	ViuSepDiv	3	6	Quincenal 	s	5	2	Bueno 
103235	44	27283	f	ViuSepDiv	4	6	Quincenal 	n	5	2	Malo  
103245	44	27281	f	ViuSepDiv	3	5	Quincenal 	n	5	2	Medio
103265	44	27270	m	ViuSepDiv	3	6	Quincenal 	n	5	3	Medio
103898	44	27269	f	Casado  	2	3	Mensual	s	5	1	Malo  
103573	48	27268	f	ViuSepDiv	3	5	Quincenal 	n	5	3	Medio
103333	45	27267	m	ViuSepDiv	4	6	Quincenal 	n	3	3	Malo  
100080	31	27252	m	Soltero   	0	0	Mensual	s	0	0	Bueno 
103899	44	27233	f	Casado  	3	4	Quincenal 	s	4	1	Malo  
103506	38	27196	f	ViuSepDiv	4	6	Quincenal 	s	5	3	Malo  
103315	45	27195	m	ViuSepDiv	3	6	Quincenal 	n	4	2	Malo  
103088	42	27164	m	ViuSepDiv	2	6	Quincenal 	s	3	2	Malo  
103236	28	27161	m	ViuSepDiv	2	5	Quincenal 	s	4	2	Bueno 
103577	48	27154	m	ViuSepDiv	2	6	Quincenal 	s	3	2	Malo  
103902	37	27148	m	Casado  	2	4	Mensual	s	4	2	Malo  
100156	37	27134	m	Soltero   	0	1	Mensual	s	2	0	Bueno 
103417	46	27133	m	ViuSepDiv	2	5	Quincenal 	s	5	2	Bueno 
103828	42	27128	m	Casado  	3	4	Quincenal 	s	4	2	Malo  
103414	27	27127	f	ViuSepDiv	4	5	Quincenal 	s	5	3	Bueno 
100139	36	27110	f	Soltero   	0	1	Mensual	s	2	0	Bueno 
103337	26	27107	m	ViuSepDiv	2	5	Quincenal 	n	3	3	Malo  
102904	40	27105	m	ViuSepDiv	2	5	Quincenal 	s	5	3	Bueno 
100302	31	27105	f	Casado  	0	2	Mensual	s	2	1	Bueno 
103737	50	27094	m	ViuSepDiv	2	6	Quincenal 	s	3	3	Medio
100197	39	27092	f	Soltero   	0	1	Mensual	s	2	0	Bueno 
103906	44	27089	f	Casado  	2	4	Quincenal 	s	4	1	Malo  
103500	47	27086	m	ViuSepDiv	2	5	Quincenal 	n	5	2	Bueno 
104042	48	27077	m	Casado  	2	4	Quincenal 	s	4	1	Malo  
103860	43	27077	f	Casado  	3	4	Mensual	s	4	1	Malo  
103572	48	27076	m	ViuSepDiv	3	5	Quincenal 	n	4	3	Malo  
100248	44	27070	m	Soltero   	0	0	Mensual	s	1	0	Bueno 
104076	49	27068	f	Casado  	3	4	Mensual	s	5	2	Malo  
102913	40	27061	f	ViuSepDiv	4	6	Quincenal 	s	4	3	Malo  
103591	48	27046	m	ViuSepDiv	3	5	Quincenal 	n	4	2	Malo  
103594	48	27045	f	ViuSepDiv	4	5	Quincenal 	n	4	3	Bueno 
103801	41	27043	f	Casado  	3	4	Quincenal 	s	4	1	Medio
103342	45	27035	m	ViuSepDiv	4	5	Quincenal 	s	5	3	Medio
103233	44	27030	f	ViuSepDiv	4	5	Quincenal 	n	5	3	Bueno 
100086	32	27026	m	Soltero   	0	0	Mensual	s	0	0	Bueno 
104043	48	27016	m	Casado  	2	4	Quincenal 	s	5	1	Malo  
103241	44	27015	m	ViuSepDiv	3	6	Quincenal 	s	4	2	Medio
103093	42	27012	f	ViuSepDiv	4	5	Quincenal 	n	3	2	Medio
103170	43	27008	f	ViuSepDiv	4	6	Quincenal 	n	3	2	Malo  
100215	34	27004	f	Soltero   	0	0	Mensual	s	2	0	Bueno 
102982	41	26976	m	ViuSepDiv	3	5	Quincenal 	s	4	2	Malo  
104073	49	26968	m	Casado  	3	4	Quincenal 	s	5	1	Malo  
103256	44	26967	f	ViuSepDiv	4	6	Quincenal 	n	4	2	Malo  
103176	43	26956	f	ViuSepDiv	3	6	Quincenal 	n	5	3	Bueno 
103654	49	26952	f	ViuSepDiv	4	5	Quincenal 	n	4	2	Bueno 
100054	29	26947	f	Soltero   	0	1	Mensual	s	1	0	Medio
103174	43	26943	f	ViuSepDiv	3	5	Quincenal 	n	3	2	Malo  
100171	38	26916	m	Soltero   	0	1	Mensual	s	2	0	Bueno 
100123	35	26908	f	Soltero   	0	1	Mensual	s	2	0	Bueno 
104113	26	26905	m	Casado  	2	4	Quincenal 	s	5	2	Malo  
103431	46	26900	f	ViuSepDiv	4	6	Quincenal 	n	4	2	Malo  
103835	42	26872	m	Casado  	3	4	Mensual	s	4	1	Malo  
103087	38	26865	m	ViuSepDiv	2	5	Quincenal 	n	5	2	Bueno 
103089	42	26848	f	ViuSepDiv	2	6	Quincenal 	s	3	3	Malo  
102992	41	26826	f	ViuSepDiv	3	6	Quincenal 	n	5	2	Medio
103078	42	26806	m	ViuSepDiv	2	6	Quincenal 	s	5	2	Malo  
103584	27	26785	m	ViuSepDiv	3	5	Quincenal 	n	4	3	Bueno 
100261	28	26782	f	Soltero   	0	0	Mensual	s	0	0	Bueno 
103946	45	26773	f	Casado  	2	3	Mensual	s	5	1	Malo  
103930	45	26772	f	Casado  	2	4	Mensual	s	4	2	Malo  
103001	41	26768	m	ViuSepDiv	4	5	Quincenal 	n	4	3	Medio
103661	49	26766	f	ViuSepDiv	2	5	Quincenal 	s	4	2	Bueno 
102999	41	26750	m	ViuSepDiv	4	5	Quincenal 	s	4	2	Bueno 
104033	48	26747	m	Casado  	2	3	Mensual	s	4	2	Medio
104106	50	26746	f	Casado  	2	4	Quincenal 	s	5	1	Malo  
103416	46	26741	f	ViuSepDiv	4	5	Quincenal 	n	3	3	Medio
103005	41	26736	m	ViuSepDiv	2	5	Quincenal 	n	4	2	Bueno 
103258	33	26725	f	ViuSepDiv	2	5	Quincenal 	s	5	3	Medio
103339	45	26723	m	ViuSepDiv	2	6	Quincenal 	n	3	2	Bueno 
100186	39	26718	m	Soltero   	0	0	Mensual	s	0	0	Bueno 
103335	45	26710	f	ViuSepDiv	2	5	Quincenal 	s	5	2	Medio
103895	44	26701	m	Casado  	3	4	Quincenal 	s	4	1	Malo  
103652	49	26700	f	ViuSepDiv	3	5	Quincenal 	n	5	2	Malo  
103063	42	26694	f	ViuSepDiv	2	6	Quincenal 	n	4	3	Medio
103510	47	26664	f	ViuSepDiv	2	6	Quincenal 	n	4	3	Medio
103338	45	26632	m	ViuSepDiv	2	6	Quincenal 	s	5	2	Medio
103323	45	26624	f	ViuSepDiv	4	5	Quincenal 	n	3	2	Bueno 
100063	30	26602	m	Soltero   	0	0	Mensual	s	2	0	Bueno 
103772	26	26595	m	Casado  	3	4	Mensual	s	5	2	Malo  
103671	38	26594	f	ViuSepDiv	4	6	Quincenal 	s	5	2	Bueno 
103940	45	26575	m	Casado  	3	4	Mensual	s	4	2	Medio
103859	43	26572	f	Casado  	2	4	Quincenal 	s	4	2	Malo  
103724	50	26561	f	ViuSepDiv	3	5	Quincenal 	n	3	2	Medio
103643	49	26551	m	ViuSepDiv	4	6	Quincenal 	n	3	2	Malo  
100163	38	26550	m	Soltero   	0	0	Mensual	s	0	0	Medio
103947	45	26542	m	Casado  	3	4	Mensual	s	5	2	Malo  
100170	38	26539	m	Soltero   	0	1	Mensual	s	1	0	Bueno 
103944	45	26532	m	Casado  	2	3	Quincenal 	s	4	2	Malo  
103173	43	26529	m	ViuSepDiv	3	5	Quincenal 	s	3	2	Medio
100203	40	26528	m	Soltero   	0	1	Mensual	s	1	0	Bueno 
103091	42	26492	f	ViuSepDiv	3	5	Quincenal 	n	5	3	Medio
103017	41	26489	f	ViuSepDiv	3	5	Quincenal 	n	4	3	Medio
100079	31	26485	f	Soltero   	0	0	Mensual	s	1	0	Bueno 
103903	44	26476	f	Casado  	2	3	Mensual	s	4	1	Malo  
103896	44	26430	f	Casado  	3	3	Mensual	s	5	1	Malo  
104110	50	26417	f	Casado  	3	4	Quincenal 	s	5	1	Malo  
103798	29	26416	f	Casado  	3	3	Mensual	s	5	1	Medio
103583	32	26415	m	ViuSepDiv	2	6	Quincenal 	s	5	3	Malo  
102908	40	26411	f	ViuSepDiv	3	5	Quincenal 	n	3	3	Malo  
103832	30	26409	m	Casado  	2	3	Quincenal 	s	4	1	Malo  
104039	48	26406	f	Casado  	2	4	Mensual	s	4	1	Malo  
103595	48	26396	m	ViuSepDiv	4	6	Quincenal 	n	5	2	Malo  
103716	38	26383	f	ViuSepDiv	4	5	Quincenal 	s	5	3	Medio
103831	42	26375	f	Casado  	3	3	Quincenal 	s	4	1	Medio
103331	45	26372	m	ViuSepDiv	4	5	Quincenal 	n	4	2	Medio
103670	49	26352	f	ViuSepDiv	4	5	Quincenal 	n	3	3	Malo  
103585	48	26344	m	ViuSepDiv	3	6	Quincenal 	n	4	2	Bueno 
102914	40	26332	m	ViuSepDiv	4	6	Quincenal 	n	3	3	Medio
103319	45	26307	f	ViuSepDiv	2	5	Quincenal 	n	4	2	Malo  
103649	49	26291	m	ViuSepDiv	4	6	Quincenal 	s	5	2	Medio
103496	47	26256	m	ViuSepDiv	2	5	Quincenal 	s	4	2	Medio
102931	40	26252	m	ViuSepDiv	4	5	Quincenal 	n	3	3	Medio
103963	46	26247	m	Casado  	3	3	Quincenal 	s	5	1	Malo  
103730	50	26245	f	ViuSepDiv	4	5	Quincenal 	n	3	2	Medio
100136	36	26243	f	Soltero   	0	0	Mensual	s	0	0	Bueno 
103598	29	26238	m	ViuSepDiv	4	5	Quincenal 	s	3	2	Medio
103415	29	26238	m	ViuSepDiv	4	5	Quincenal 	n	3	2	Bueno 
103240	44	26233	m	ViuSepDiv	3	6	Quincenal 	s	3	3	Bueno 
103904	44	26231	m	Casado  	3	4	Quincenal 	s	5	2	Malo  
100056	29	26231	m	Soltero   	0	0	Mensual	s	0	0	Bueno 
103993	47	26218	f	Casado  	2	4	Quincenal 	s	5	2	Malo  
103008	41	26203	f	ViuSepDiv	3	5	Quincenal 	s	4	2	Malo  
103596	48	26193	f	ViuSepDiv	2	5	Quincenal 	n	3	2	Malo  
103943	45	26191	f	Casado  	2	4	Mensual	s	4	2	Malo  
103571	48	26189	m	ViuSepDiv	3	5	Quincenal 	n	3	3	Medio
103996	47	26184	f	Casado  	2	3	Mensual	s	5	1	Malo  
102989	29	26180	m	ViuSepDiv	2	5	Quincenal 	n	4	3	Malo  
104040	48	26178	m	Casado  	3	4	Mensual	s	5	1	Malo  
103392	46	26178	m	ViuSepDiv	2	5	Quincenal 	s	4	3	Medio
103729	50	26176	f	ViuSepDiv	2	6	Quincenal 	n	5	3	Medio
100021	26	26175	f	Soltero   	0	1	Mensual	s	2	0	Bueno 
104038	27	26173	f	Casado  	2	4	Quincenal 	s	5	2	Malo  
103157	43	26166	m	ViuSepDiv	3	5	Quincenal 	n	4	3	Bueno 
103487	47	26156	m	ViuSepDiv	2	5	Quincenal 	s	5	3	Bueno 
103480	47	26152	f	ViuSepDiv	2	5	Quincenal 	s	4	3	Medio
103095	42	26150	f	ViuSepDiv	2	5	Quincenal 	n	4	2	Bueno 
103498	47	26147	m	ViuSepDiv	2	5	Quincenal 	s	5	2	Malo  
103166	43	26144	m	ViuSepDiv	4	5	Quincenal 	s	3	3	Medio
103653	34	26140	m	ViuSepDiv	3	6	Quincenal 	s	4	3	Malo  
103581	36	26134	f	ViuSepDiv	2	5	Quincenal 	s	3	3	Malo  
103574	48	26129	m	ViuSepDiv	3	6	Quincenal 	n	5	3	Bueno 
103948	45	26125	f	Casado  	3	3	Quincenal 	s	4	1	Malo  
103086	31	26120	m	ViuSepDiv	2	5	Quincenal 	s	5	2	Bueno 
102919	40	26120	m	ViuSepDiv	2	5	Quincenal 	n	4	2	Medio
103000	41	26098	f	ViuSepDiv	4	5	Quincenal 	n	3	3	Medio
103073	38	26094	m	ViuSepDiv	3	6	Quincenal 	s	4	3	Medio
103313	34	26089	m	ViuSepDiv	2	6	Quincenal 	n	5	3	Medio
103593	48	26087	f	ViuSepDiv	3	6	Quincenal 	n	4	2	Medio
103508	47	26081	f	ViuSepDiv	2	5	Quincenal 	n	3	3	Medio
103153	43	26079	f	ViuSepDiv	4	5	Quincenal 	n	4	3	Medio
100073	30	26077	f	Soltero   	0	0	Mensual	s	1	0	Bueno 
103171	43	26065	f	ViuSepDiv	2	6	Quincenal 	n	4	2	Medio
103495	47	26060	m	ViuSepDiv	4	6	Quincenal 	n	4	2	Bueno 
103094	42	26056	f	ViuSepDiv	4	6	Quincenal 	s	3	2	Bueno 
102932	40	26051	m	ViuSepDiv	4	6	Quincenal 	n	3	3	Medio
103312	45	26043	f	ViuSepDiv	2	5	Quincenal 	n	3	2	Medio
102993	41	26030	m	ViuSepDiv	4	5	Quincenal 	n	4	2	Malo  
100169	38	26028	m	Soltero   	0	0	Mensual	s	1	0	Bueno 
104001	47	26023	m	Casado  	2	4	Mensual	s	4	1	Malo  
103666	49	26009	f	ViuSepDiv	2	6	Quincenal 	s	5	3	Malo  
100140	36	26009	m	Soltero   	0	1	Mensual	s	1	0	Bueno 
104069	49	26003	f	Casado  	3	4	Quincenal 	s	5	2	Malo  
102903	40	26002	f	ViuSepDiv	2	5	Quincenal 	s	4	2	Medio
100005	25	25991	m	Soltero   	0	0	Mensual	s	2	0	Bueno 
103254	44	25971	f	ViuSepDiv	4	5	Quincenal 	n	3	3	Medio
103932	31	25970	m	Casado  	3	3	Mensual	s	5	2	Malo  
100039	28	25935	m	Soltero   	0	1	Mensual	s	0	0	Bueno 
100066	30	25933	f	Soltero   	0	1	Mensual	s	2	0	Malo  
103003	41	25931	f	ViuSepDiv	4	6	Quincenal 	n	4	3	Medio
104032	36	25920	f	Casado  	2	4	Quincenal 	s	4	2	Malo  
103866	43	25916	m	Casado  	3	3	Quincenal 	s	5	1	Malo  
103934	45	25915	f	Casado  	3	3	Mensual	s	4	2	Malo  
100147	37	25912	f	Soltero   	0	0	Mensual	s	2	0	Bueno 
103900	32	25901	f	Casado  	3	4	Mensual	s	5	2	Malo  
104117	50	25884	f	Casado  	2	3	Quincenal 	s	5	1	Malo  
103734	50	25872	f	ViuSepDiv	4	6	Quincenal 	n	3	2	Malo  
103167	43	25863	m	ViuSepDiv	2	6	Quincenal 	s	4	3	Bueno 
104044	33	25848	m	Casado  	2	4	Quincenal 	s	5	2	Malo  
103172	43	25838	f	ViuSepDiv	2	6	Quincenal 	n	5	2	Bueno 
103834	42	25826	f	Casado  	3	4	Quincenal 	s	5	1	Malo  
103340	45	25801	m	ViuSepDiv	3	5	Quincenal 	n	3	2	Malo  
102911	40	25785	m	ViuSepDiv	2	5	Quincenal 	n	4	3	Bueno 
100151	37	25771	f	Soltero   	0	0	Mensual	s	1	0	Bueno 
103330	45	25768	f	ViuSepDiv	3	6	Quincenal 	s	5	3	Bueno 
100211	31	25753	f	Soltero   	0	0	Mensual	s	0	0	Bueno 
100098	33	25747	f	Soltero   	0	1	Mensual	s	0	0	Bueno 
103994	47	25730	f	Casado  	3	3	Mensual	s	4	1	Malo  
103941	45	25728	m	Casado  	2	3	Quincenal 	s	5	1	Medio
100035	27	25727	m	Soltero   	0	1	Mensual	s	2	0	Medio
103260	44	25725	m	ViuSepDiv	2	6	Quincenal 	s	4	2	Malo  
103244	44	25718	f	ViuSepDiv	2	5	Quincenal 	s	4	2	Medio
104108	50	25707	f	Casado  	2	3	Quincenal 	s	5	1	Medio
103668	49	25698	f	ViuSepDiv	3	6	Quincenal 	n	5	2	Bueno 
104074	49	25687	m	Casado  	3	4	Mensual	s	4	2	Malo  
103945	33	25678	f	Casado  	2	3	Quincenal 	s	5	2	Malo  
102928	40	25678	f	ViuSepDiv	2	6	Quincenal 	s	5	3	Medio
103255	44	25666	m	ViuSepDiv	4	5	Quincenal 	n	4	2	Medio
104034	48	25659	m	Casado  	3	3	Quincenal 	s	5	1	Malo  
103969	37	25654	m	Casado  	3	3	Mensual	s	5	1	Malo  
103648	49	25651	f	ViuSepDiv	3	5	Quincenal 	n	4	3	Malo  
103404	46	25643	f	ViuSepDiv	4	5	Quincenal 	n	3	2	Medio
104101	50	25629	m	Casado  	2	4	Mensual	s	4	1	Malo  
104035	48	25613	f	Casado  	2	4	Quincenal 	s	5	1	Malo  
102921	40	25607	f	ViuSepDiv	2	6	Quincenal 	s	3	3	Bueno 
102905	40	25576	f	ViuSepDiv	2	5	Quincenal 	n	3	2	Medio
103864	43	25563	f	Casado  	2	3	Mensual	s	5	1	Malo  
103092	42	25560	m	ViuSepDiv	3	6	Quincenal 	n	3	3	Malo  
103231	44	25557	f	ViuSepDiv	3	5	Quincenal 	s	4	2	Medio
104103	50	25549	f	Casado  	2	4	Mensual	s	5	2	Malo  
100217	31	25548	f	Soltero   	0	0	Mensual	s	1	0	Bueno 
103797	41	25541	f	Casado  	2	3	Mensual	s	5	1	Malo  
103422	46	25537	f	ViuSepDiv	3	6	Quincenal 	s	5	3	Malo  
103158	43	25529	f	ViuSepDiv	3	6	Quincenal 	s	5	3	Medio
103908	44	25528	m	Casado  	2	3	Mensual	s	5	1	Malo  
103070	42	25517	m	ViuSepDiv	2	5	Quincenal 	s	3	3	Medio
103517	47	25505	f	ViuSepDiv	3	5	Quincenal 	n	4	3	Medio
100087	32	25494	m	Soltero   	0	1	Mensual	s	0	0	Bueno 
103075	38	25483	f	ViuSepDiv	4	6	Quincenal 	n	4	2	Medio
103150	43	25474	f	ViuSepDiv	3	5	Quincenal 	s	5	2	Malo  
103081	33	25460	m	ViuSepDiv	3	5	Quincenal 	n	5	3	Medio
102922	40	25422	m	ViuSepDiv	3	5	Quincenal 	n	3	3	Medio
104007	29	25418	m	Casado  	3	4	Mensual	s	4	2	Malo  
103504	47	25401	f	ViuSepDiv	3	5	Quincenal 	s	5	2	Medio
103974	46	25397	f	Casado  	3	4	Quincenal 	s	5	1	Malo  
104037	48	25396	f	Casado  	3	4	Mensual	s	5	1	Malo  
103651	49	25383	f	ViuSepDiv	2	6	Quincenal 	n	5	3	Medio
103520	47	25382	f	ViuSepDiv	4	5	Quincenal 	s	5	2	Medio
103647	49	25361	m	ViuSepDiv	2	6	Quincenal 	s	5	3	Malo  
104004	47	25361	m	Casado  	2	3	Quincenal 	s	4	2	Malo  
104008	47	25342	m	Casado  	3	3	Quincenal 	s	4	2	Malo  
103148	43	25327	f	ViuSepDiv	2	6	Quincenal 	s	4	3	Bueno 
104000	47	25319	f	Casado  	2	4	Quincenal 	s	4	1	Malo  
103011	41	25318	m	ViuSepDiv	4	5	Quincenal 	s	5	3	Medio
103911	44	25302	m	Casado  	3	3	Mensual	s	5	1	Malo  
103901	38	25289	m	Casado  	2	4	Quincenal 	s	5	2	Malo  
103012	30	25288	m	ViuSepDiv	2	5	Quincenal 	s	3	2	Medio
103865	37	25280	f	Casado  	2	3	Mensual	s	5	2	Malo  
103766	40	25279	m	Casado  	2	4	Mensual	s	4	2	Malo  
100114	34	25276	f	Soltero   	0	1	Mensual	s	1	0	Bueno 
103079	42	25271	f	ViuSepDiv	2	6	Quincenal 	n	5	3	Medio
103234	44	25263	f	ViuSepDiv	4	6	Quincenal 	s	4	3	Medio
103711	50	25199	f	ViuSepDiv	3	5	Quincenal 	s	3	2	Bueno 
103599	48	25190	f	ViuSepDiv	4	5	Quincenal 	n	4	2	Malo  
